Index,종목코드,종목명,시장구분,연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액,주가,배당횟수,총자산,장부가치 자기자본,세후영업이익,총자산변화율,총매출액,영업이익률,영업이익률 표준편차
4841.0,41650.0,상신브레이크,KOSPI,2023.0,12.0,운송장비·부품,2.09,-,500,110,3,15.025,"21,471,450","2,129,634,100",3650.0,1.0,564873378508.0,211835213847 ,27544460360.0,3.91,575491184783.0,4.79,1.0
4843.0,41830.0,인바디,KOSDAQ,2016.0,12.0,의료·정밀기기,0.2,-,500,100,0.4,8.013,"13,683,782","1,361,264,000",27000.0,1.0,97059397401.0,92332630557 ,22041086782.0,17.61,79848382290.0,27.6,1.0
4844.0,41830.0,인바디,KOSDAQ,2017.0,12.0,의료·정밀기기,0.4,-,500,120,0.3,8.37,"13,683,782","1,617,916,800",40100.0,1.0,112024745207.0,106516223452 ,24900250296.0,15.42,93253712994.0,26.7,1.17
4845.0,41830.0,인바디,KOSDAQ,2018.0,12.0,의료·정밀기기,0.56,-,500,120,0.6,8.268,"13,683,782","1,616,438,760",21700.0,1.0,131686125520.0,124532453304 ,23676826675.0,17.55,99635442563.0,23.76,2.22
4846.0,41830.0,인바디,KOSDAQ,2019.0,12.0,의료·정밀기기,0.5,-,500,140,0.6,9.126,"13,683,782","1,862,257,880",23650.0,1.0,154903555776.0,139830175109 ,27626226953.0,17.63,117058914069.0,23.6,2.39
4847.0,41830.0,인바디,KOSDAQ,2020.0,12.0,의료·정밀기기,0.36,-,500,140,0.8,10.389,"13,683,782","1,823,758,580",17350.0,1.0,166150336180.0,150182330495 ,19096757174.0,7.26,107122053678.0,17.83,3.82
4848.0,41830.0,인바디,KOSDAQ,2021.0,12.0,의료·정밀기기,0.32,-,500,200,0.8,7.667,"13,683,782","2,605,369,400",23150.0,1.0,203760043204.0,183782288340 ,35851757987.0,22.64,137836961994.0,26.01,3.49
4849.0,41830.0,인바디,KOSDAQ,2022.0,12.0,의료·정밀기기,0.49,-,500,300,1.54,11.553,"13,683,782","3,908,054,100",20200.0,1.0,242665327372.0,216039393702 ,40704069762.0,19.09,160003774093.0,25.44,3.25
4850.0,41830.0,인바디,KOSDAQ,2023.0,12.0,의료·정밀기기,0.46,-,500,350,1.4,12.471,"13,683,782","4,559,396,450",25350.0,1.0,274456137995.0,249834875848 ,38348312615.0,13.1,170351229733.0,22.51,3.25
4852.0,41910.0,폴라리스AI파마,KOSDAQ,2016.0,12.0,제약,0.18,-,500,50,0.5,13.603,"11,435,081","564,250,800",10650.0,1.0,97473231007.0,77423614168 ,2775123337.0,6.69,43397039784.0,6.39,3.56
4853.0,41910.0,폴라리스AI파마,KOSDAQ,2017.0,12.0,제약,0.14,-,500,50,0.4,38.17,"11,776,231","577,898,700",12200.0,1.0,96850990594.0,83862649735 ,2534788704.0,-0.64,38213540654.0,6.63,2.98
4854.0,41910.0,폴라리스AI파마,KOSDAQ,2018.0,12.0,제약,0.33,-,500,50,0.6,8.862,"11,898,263","584,000,300",8240.0,1.0,98344935763.0,89250951101 ,1524748545.0,1.54,40335856954.0,3.78,2.48
4855.0,41910.0,폴라리스AI파마,KOSDAQ,2019.0,12.0,제약,0.3,-,500,100,0.7,7.671,"11,898,263","1,168,000,600",10450.0,1.0,116425610938.0,102720349266 ,3794649404.0,18.38,46489682257.0,8.16,2.69
4856.0,41910.0,폴라리스AI파마,KOSDAQ,2020.0,12.0,제약,0.2,-,500,100,0.8,10.661,"11,898,263","1,168,000,600",12650.0,1.0,123148773562.0,111393280390 ,8020445744.0,5.77,61323524052.0,13.08,3.44
4857.0,41910.0,폴라리스AI파마,KOSDAQ,2021.0,12.0,제약,0.3,-,500,100,1.1,16.992,"11,898,263","1,168,000,600",9600.0,1.0,134360827389.0,123298790740 ,4205376900.0,9.1,60400509532.0,6.96,3.4
4858.0,41910.0,폴라리스AI파마,KOSDAQ,2022.0,12.0,제약,0.52,-,500,100,1.36,-18.356,"11,898,263","1,168,000,600",7090.0,1.0,124319007605.0,116089117025 ,3161738705.0,-7.47,62036332957.0,5.1,3.59
4859.0,41910.0,폴라리스AI파마,KOSDAQ,2023.0,12.0,제약,0.41,-,500,100,1.48,30.552,"11,898,263","1,168,000,600",6900.0,1.0,121898737914.0,115632727351 ,5343807014.0,-1.95,64214830710.0,8.32,2.95
4860.0,41920.0,메디아나,KOSDAQ,2017.0,12.0,의료·정밀기기,0.4,-,500,50,0.5,10.711,"8,650,496","428,868,650",5299.0,1.0,55899308832.0,46843111075 ,6181918526.0,2.97,52362747243.0,11.81,2.75
4861.0,41920.0,메디아나,KOSDAQ,2020.0,12.0,의료·정밀기기,0.36,-,500,50,0.3,3.819,"8,650,496","429,318,650",8850.0,1.0,76762249720.0,68309047678 ,15655288153.0,18.53,67519209000.0,23.19,5.84
4862.0,41920.0,메디아나,KOSDAQ,2021.0,12.0,의료·정밀기기,0.32,-,500,27,0.3,4.909,"16,000,000","430,714,260",6640.0,1.0,90170329991.0,78737153728 ,8259725752.0,17.47,56802196319.0,14.54,5.81
4863.0,41920.0,메디아나,KOSDAQ,2022.0,12.0,의료·정밀기기,0.49,-,500,50,0.9,7.529,"16,000,000","797,896,400",5350.0,1.0,103445326685.0,90061320106 ,10610097890.0,14.72,68346731750.0,15.52,5.6
4864.0,41920.0,메디아나,KOSDAQ,2023.0,12.0,의료·정밀기기,0.46,-,500,25,0.3,4.487,"16,000,000","399,040,675",7200.0,1.0,111922367875.0,100638278892 ,9402286818.0,8.19,78421203014.0,11.99,4.18
4866.0,41930.0,동아화성,KOSDAQ,2016.0,12.0,화학,0.56,-,500,100,2.2,10.176,"15,800,000","1,538,862,000",4850.0,1.0,206876465850.0,92924792147 ,14553390691.0,16.27,240105023491.0,6.06,0.68
4867.0,41930.0,동아화성,KOSDAQ,2017.0,12.0,화학,0.65,-,500,50,1.04,7.716,"15,800,000","705,206,150",4735.0,1.0,193613007227.0,98167853847 ,13007274992.0,-6.41,255025462068.0,5.1,0.96
4868.0,41930.0,동아화성,KOSDAQ,2018.0,12.0,화학,1.0,-,500,50,1.26,11.305,"15,800,000","732,564,950",4025.0,1.0,206776249810.0,100630301934 ,13194616198.0,6.8,253377255644.0,5.21,0.89
4869.0,41930.0,동아화성,KOSDAQ,2019.0,12.0,화학,0.74,-,500,50,1.1,7.164,"15,800,000","732,564,950",4815.0,1.0,238431134492.0,110921262396 ,10739999751.0,15.31,288514645231.0,3.72,1.23
4870.0,41930.0,동아화성,KOSDAQ,2020.0,12.0,화학,0.51,-,500,120,1.2,68.434,"15,800,000","1,701,946,080",10200.0,1.0,229824139203.0,109399507360 ,13266088088.0,-3.61,261767846779.0,5.07,0.84
4871.0,41930.0,동아화성,KOSDAQ,2021.0,12.0,화학,0.41,-,500,150,1.2,17.66,"15,800,000","2,319,000,000",12100.0,1.0,271634411600.0,136333523734 ,16057816962.0,18.19,288755249257.0,5.56,0.7
4872.0,41930.0,동아화성,KOSDAQ,2022.0,12.0,화학,0.56,-,500,120,1.3,11.755,"15,800,000","1,803,097,800",8700.0,1.0,276741891877.0,141977005706 ,14440946148.0,1.88,349639091506.0,4.13,0.78
4873.0,41930.0,동아화성,KOSDAQ,2023.0,12.0,화학,0.48,-,500,150,1.82,15.691,"15,800,000","2,253,872,250",8230.0,1.0,308058740841.0,153973358117 ,21636085181.0,11.32,368722029928.0,5.87,0.92
4874.0,42110.0,에스씨디,KOSDAQ,2017.0,12.0,전기·전자,0.78,-,500,30,1.7,41.856,"48,329,564","1,449,886,920",1710.0,1.0,120553513192.0,97281740201 ,7676352154.0,1.81,146294275316.0,5.25,1.98
4875.0,42110.0,에스씨디,KOSDAQ,2018.0,12.0,전기·전자,0.77,-,500,30,2.7,18.531,"48,329,564","1,449,886,920",1120.0,1.0,129128865526.0,102454253201 ,4937507048.0,7.11,159268817633.0,3.1,2.63
4876.0,42110.0,에스씨디,KOSDAQ,2019.0,12.0,전기·전자,0.5,-,500,15,1.15,-73.079,"48,329,564","724,943,460",1320.0,1.0,139154002456.0,100679021701 ,3477840545.0,7.76,174946388566.0,1.99,2.95
4877.0,42110.0,에스씨디,KOSDAQ,2020.0,12.0,전기·전자,0.36,-,500,20,1.2,25.755,"48,329,564","966,591,280",1680.0,1.0,156034261255.0,103439131201 ,5214626315.0,12.13,190841830485.0,2.73,2.16
4878.0,42110.0,에스씨디,KOSDAQ,2021.0,12.0,전기·전자,0.23,-,500,30,1.69,20.916,"48,329,564","1,449,886,920",1810.0,1.0,164063329386.0,111618545703 ,9122290645.0,5.15,202170386377.0,4.51,1.33
4879.0,42110.0,에스씨디,KOSDAQ,2022.0,12.0,전기·전자,0.38,-,500,35,1.89,20.387,"48,329,564","1,691,534,740",1835.0,1.0,166960138304.0,119283912299 ,11333428799.0,1.77,218908713885.0,5.18,1.31
4880.0,42110.0,에스씨디,KOSDAQ,2023.0,12.0,전기·전자,0.23,-,500,30,1.7,29.944,"48,329,564","1,449,886,920",1753.0,1.0,166689369059.0,121558955546 ,5747990585.0,-0.16,193993189983.0,2.96,1.32
4881.0,42370.0,비츠로테크,KOSDAQ,2018.0,12.0,금융,1.01,-,500,50,0.9,7.227,"22,353,873","1,117,693,650",5520.0,1.0,337733687054.0,216712656976 ,20486315825.0,20.74,144932588457.0,14.14,9.25
4882.0,42370.0,비츠로테크,KOSDAQ,2019.0,12.0,금융,1.05,-,500,50,0.8,3.752,"22,353,873","1,117,693,650",6340.0,1.0,367544312787.0,247035752551 ,37395107378.0,8.83,312975670470.0,11.95,8.71
4883.0,42370.0,비츠로테크,KOSDAQ,2020.0,12.0,금융,1.04,-,500,50,0.5,4.206,"22,353,873","1,165,770,550",9280.0,1.0,409764041991.0,279114292550 ,33261311663.0,11.49,307592214209.0,10.81,8.43
4884.0,42370.0,비츠로테크,KOSDAQ,2021.0,12.0,금융,1.34,-,500,50,0.6,5.55,"26,200,025","1,310,001,250",9140.0,1.0,455378212835.0,316357532289 ,26075204578.0,11.13,323802581306.0,8.05,2.41
4885.0,42370.0,비츠로테크,KOSDAQ,2022.0,12.0,금융,1.62,-,500,50,0.8,6.72,"26,200,025","1,310,001,250",6710.0,1.0,514117167773.0,333701538444 ,32727587117.0,12.9,347689372623.0,9.41,2.34
4886.0,42370.0,비츠로테크,KOSDAQ,2023.0,12.0,금융,0.34,-,500,50,0.6,5.86,"26,200,025","1,310,001,250",7740.0,1.0,508114914820.0,364480486802 ,28836092306.0,-1.17,352892509069.0,8.17,1.69
4888.0,42420.0,네오위즈홀딩스,KOSDAQ,2019.0,12.0,디지털컨텐츠,0.37,-,500,123,0.7,2.452,"8,856,866","1,001,690,475",14100.0,1.0,622123553745.0,549250921648 ,29418402804.0,5.34,253948129771.0,11.58,2.49
4889.0,42420.0,네오위즈홀딩스,KOSDAQ,2021.0,12.0,디지털컨텐츠,0.1,-,500,692,0.9,4.82,"8,856,866","4,997,483,524",96300.0,1.0,884107051965.0,749826394817 ,19381382953.0,20.32,269321818107.0,7.2,5.6
4890.0,42500.0,링네트,KOSDAQ,2023.0,12.0,컴퓨터서비스,0.75,-,500,100,2.4,9.678,"15,356,878","1,237,752,200",3465.0,1.0,151943392154.0,96119462834 ,16347719605.0,-5.57,217699382445.0,7.51,1.08
4892.0,42520.0,한스바이오메드,KOSDAQ,2016.0,9.0,제약,0.18,-,500,100,0.55,19.735,"9,857,857","941,737,300",16300.0,1.0,64717086945.0,47512416376 ,5989912276.0,24.19,29047900718.0,20.62,0.69
4893.0,42520.0,한스바이오메드,KOSDAQ,2017.0,9.0,제약,0.2,-,500,100,0.63,11.571,"9,857,857","941,737,300",30550.0,1.0,80190379368.0,55022895357 ,9457977513.0,23.91,39057689433.0,24.22,1.86
4894.0,42520.0,한스바이오메드,KOSDAQ,2018.0,9.0,제약,0.28,-,500,100,0.31,19.847,"9,857,857","981,832,600",25000.0,1.0,91797718482.0,69598225544 ,10308118784.0,14.47,51745897345.0,19.92,1.88
4895.0,42520.0,한스바이오메드,KOSDAQ,2019.0,9.0,제약,0.35,-,500,120,0.52,12.444,"9,902,454","1,183,550,760",24950.0,1.0,134094823326.0,84069559038 ,12594632865.0,46.08,66990994661.0,18.8,2.05
4897.0,42600.0,새로닉스,KOSDAQ,2016.0,12.0,IT부품,0.71,-,500,40,1,4.185,"12,423,574","489,262,760",4495.0,1.0,112030171080.0,76892270785 ,4481495337.0,12.74,117855468221.0,3.8,2.33
4898.0,42600.0,새로닉스,KOSDAQ,2017.0,12.0,IT부품,0.53,-,500,40,0.5,38.254,"12,423,574","489,262,760",7600.0,1.0,116633451332.0,71572746052 ,155926361.0,4.11,126219454066.0,0.12,3.49
4899.0,42600.0,새로닉스,KOSDAQ,2018.0,12.0,IT부품,0.56,-,500,40,0.99,6.445,"12,423,574","489,262,760",4100.0,1.0,131320111751.0,79669174169 ,4357786079.0,12.59,142092261176.0,3.07,2.87
4900.0,42600.0,새로닉스,KOSDAQ,2019.0,12.0,IT부품,0.62,-,500,40,1.13,-25.997,"12,423,574","489,262,760",3515.0,1.0,134591385154.0,81680106761 ,78517222.0,2.49,163776249977.0,0.05,2.93
4901.0,42600.0,새로닉스,KOSDAQ,2020.0,12.0,IT부품,0.51,-,500,20,0.16,-15.138,"12,423,574","244,631,380",13200.0,1.0,138805991891.0,77631876932 ,2043769174.0,3.13,163005876920.0,1.25,1.71
4902.0,42670.0,HD현대인프라코어,KOSPI,2022.0,12.0,기계·장비,1.49,-,"1,000",240,3,20.67,"197,763,411","47,447,658,240",8000.0,1.0,4736667586250.0,1635040957866 ,332547000000.0,-0.95,4756113501671.0,6.99,2.18
4903.0,42670.0,HD현대인프라코어,KOSPI,2023.0,12.0,기계·장비,1.13,-,"1,000",110,1.3,9.514,"199,603,453","21,949,247,980",8120.0,1.0,4418425813336.0,1813316002027 ,418264000000.0,-6.72,4659604596066.0,8.98,1.75
4905.0,42700.0,한미반도체,KOSPI,2016.0,12.0,기계·장비,1.46,-,500,500,3.4,34.361,"25,432,841","10,804,876,000",3090.0,1.0,284988380023.0,209344806249 ,38554457582.0,26.35,166268021834.0,23.19,2.74
4906.0,42700.0,한미반도체,KOSPI,2017.0,12.0,기계·장비,1.26,-,200,240,2.1,133.072,"63,582,100","12,641,825,520",5925.0,1.0,285064244128.0,206173287380 ,51655165751.0,0.03,197300043409.0,26.18,3.44
4907.0,42700.0,한미반도체,KOSPI,2018.0,12.0,기계·장비,1.38,-,200,250,3.2,25.512,"57,223,890","12,570,633,500",3890.0,1.0,246028948270.0,215557066875 ,56788924892.0,-13.69,217114859555.0,26.16,3.25
4908.0,42700.0,한미반도체,KOSPI,2019.0,12.0,기계·장비,1.84,-,200,100,1.3,26.081,"57,223,890","5,024,063,400",4050.0,1.0,257474681329.0,219705201804 ,13725362614.0,4.65,120377520384.0,11.4,6.18
4909.0,42700.0,한미반도체,KOSPI,2020.0,12.0,기계·장비,1.23,-,200,400,2.4,39.24,"51,501,501","19,671,513,600",9050.0,1.0,326966868038.0,257090542803 ,66649466315.0,26.99,257385897660.0,25.89,6.37
4910.0,42700.0,한미반도체,KOSPI,2021.0,12.0,기계·장비,0.76,-,200,600,1.7,28.415,"49,459,877","29,675,926,200",18925.0,1.0,429285683427.0,346812042277 ,122419000000.0,31.29,373169401913.0,32.81,7.88
4911.0,42700.0,한미반도체,KOSPI,2022.0,12.0,기계·장비,1.49,-,100,200,1.6,21.101,"97,339,302","19,467,860,400",11500.0,1.0,455432965985.0,390096755786 ,111859000000.0,6.09,327592058714.0,34.15,9.03
4912.0,42700.0,한미반도체,KOSPI,2023.0,12.0,기계·장비,1.13,-,100,420,0.6,15.167,"97,339,302","40,521,474,840",61700.0,0.0,723839103741.0,571898625127 ,34571410992.0,58.93,159008528366.0,21.74,9.23
4914.0,43150.0,바텍,KOSDAQ,2016.0,12.0,의료·정밀기기,0.2,-,500,100,0.28,4.457,"14,854,256","1,485,425,600",36150.0,1.0,390173060341.0,257043153932 ,45320857532.0,44.4,238338397382.0,19.02,0.11
4915.0,43150.0,바텍,KOSDAQ,2017.0,12.0,의료·정밀기기,0.4,-,500,100,0.31,1.775,"14,854,256","1,485,425,600",34050.0,1.0,321481558344.0,198610657957 ,39074841087.0,-17.61,218808933623.0,17.86,0.63
4916.0,43150.0,바텍,KOSDAQ,2018.0,12.0,의료·정밀기기,0.56,-,500,100,0.5,5.095,"14,854,256","1,485,425,600",21600.0,1.0,349615465694.0,223693553372 ,39354566641.0,8.75,234393035948.0,16.79,1.03
4917.0,43150.0,바텍,KOSDAQ,2019.0,12.0,의료·정밀기기,0.5,-,500,100,0.34,4.174,"14,854,256","1,485,425,600",29200.0,1.0,386987301358.0,253760519098 ,42868726413.0,10.69,271702910386.0,15.78,1.38
4918.0,43150.0,바텍,KOSDAQ,2020.0,12.0,의료·정밀기기,0.36,-,500,100,0.45,-6.815,"14,854,256","1,485,425,600",22450.0,1.0,353870666762.0,228868374758 ,31580792110.0,-8.56,244312064396.0,12.93,2.32
4919.0,43150.0,바텍,KOSDAQ,2021.0,12.0,의료·정밀기기,0.32,-,500,100,0.3,2.682,"14,854,256","1,485,425,600",35350.0,1.0,419976177978.0,284556091637 ,65531156799.0,18.68,338980362249.0,19.33,2.41
4920.0,43150.0,바텍,KOSDAQ,2022.0,12.0,의료·정밀기기,0.49,-,500,100,0.3,1.89,"14,854,256","1,485,425,600",32800.0,1.0,511114114066.0,363433483152 ,79637704891.0,21.7,395055994504.0,20.16,2.89
4921.0,43150.0,바텍,KOSDAQ,2023.0,12.0,의료·정밀기기,0.46,-,500,100,0.3,2.804,"14,854,256","1,485,425,600",33250.0,1.0,586897685053.0,414191689112 ,64041668323.0,14.83,384945119813.0,16.64,2.9
4923.0,43360.0,디지아이,KOSDAQ,2016.0,12.0,정보기기,0.77,-,500,50,1,-19.939,"9,000,000","444,833,450",4865.0,1.0,52581072015.0,48566917304 ,-1665464057.0,-6.66,18979551881.0,-8.78,1.52
4924.0,43360.0,디지아이,KOSDAQ,2017.0,12.0,정보기기,0.75,-,500,50,1.6,82.224,"9,000,000","444,833,450",3215.0,1.0,52592359200.0,48694461287 ,540541932.0,0.02,24750764917.0,2.18,7.03
4925.0,43360.0,디지아이,KOSDAQ,2018.0,12.0,정보기기,0.88,-,500,0,0,0,"9,000,000",0,2560.0,0.0,51376873586.0,47419342089 ,-1500612482.0,-2.31,21067104187.0,-7.12,5.78
4926.0,43360.0,디지아이,KOSDAQ,2019.0,12.0,정보기기,1.13,-,500,0,0,0,"9,000,000",0,2785.0,0.0,48781970711.0,45578933701 ,-3300402899.0,-5.05,15369639777.0,-21.47,8.48
4927.0,43360.0,디지아이,KOSDAQ,2020.0,12.0,정보기기,0.9,-,500,0,0,0,"9,000,000",0,2480.0,0.0,51313837294.0,46284847571 ,445611276.0,5.19,15466088750.0,2.88,9.91
4928.0,43360.0,디지아이,KOSDAQ,2021.0,12.0,정보기기,0.73,-,500,0,0,0,"9,000,000",0,3110.0,0.0,49549283315.0,45451533819 ,-1424224145.0,-3.44,14589088159.0,-9.76,9.98
4929.0,43360.0,디지아이,KOSDAQ,2022.0,12.0,정보기기,1.14,-,500,0,0,0,"9,000,000",0,3015.0,0.0,47604979841.0,44687998847 ,221617365.0,-3.92,16077851490.0,1.38,9.81
4930.0,43360.0,디지아이,KOSDAQ,2023.0,12.0,정보기기,1.18,-,500,0,0,0,"9,000,000",0,2985.0,0.0,47298304954.0,42722598906 ,-2670806473.0,-0.64,16680293089.0,-16.01,10.65
4932.0,43370.0,피에이치에이,KOSDAQ,2016.0,12.0,운송장비·부품,1.0,-,500,150,1.24,5.91,"21,000,000","3,149,823,750",11950.0,1.0,914289385781.0,483355837991 ,69662163131.0,3.31,1222491907893.0,5.7,3.73
4933.0,43370.0,피에이치에이,KOSDAQ,2017.0,12.0,운송장비·부품,0.9,-,500,160,1.5,4.509,"21,000,000","3,359,812,000",10500.0,1.0,896344884690.0,506548464264 ,25208914151.0,-1.96,1053836516654.0,2.39,2.66
4934.0,43370.0,피에이치에이,KOSDAQ,2018.0,12.0,운송장비·부품,0.65,-,500,160,2.3,7.494,"21,000,000","3,359,812,000",6670.0,1.0,907869460666.0,543091918765 ,19331586898.0,1.29,1066543292352.0,1.81,2.24
4935.0,43370.0,피에이치에이,KOSDAQ,2019.0,12.0,운송장비·부품,0.41,-,500,180,2.2,11.953,"21,000,000","3,779,788,500",8630.0,1.0,920596013820.0,576493740654 ,15579774494.0,1.4,1088426363321.0,1.43,2.0
4936.0,43370.0,피에이치에이,KOSDAQ,2020.0,12.0,운송장비·부품,0.36,-,500,180,2.2,46.639,"21,000,000","3,696,581,160",9170.0,1.0,933702811981.0,585813944948 ,14305920412.0,1.42,949059782088.0,1.51,1.79
4937.0,43370.0,피에이치에이,KOSDAQ,2021.0,12.0,운송장비·부품,0.36,-,500,180,1.8,9.837,"21,000,000","3,696,581,160",10100.0,1.0,957112455957.0,645764121355 ,6584022198.0,2.51,927613739033.0,0.71,0.61
4938.0,43370.0,피에이치에이,KOSDAQ,2022.0,12.0,운송장비·부품,0.85,-,500,200,2.8,14.533,"21,000,000","4,107,312,400",7040.0,1.0,979877043312.0,673099593120 ,22872220991.0,2.38,1024435467138.0,2.23,0.56
4939.0,43370.0,피에이치에이,KOSDAQ,2023.0,12.0,운송장비·부품,0.89,-,500,250,2.5,8.116,"21,000,000","4,991,896,000",9950.0,1.0,985337406245.0,720990060924 ,48293293917.0,0.56,1134618152654.0,4.26,1.36
4941.0,43650.0,국순당,KOSDAQ,2016.0,12.0,음식료·담배,0.63,-,500,50,0.7,-31.925,"17,858,304","881,445,800",7818.0,1.0,213004830978.0,194018641169 ,-6487770823.0,-1.65,69701265563.0,-9.31,0.91
4942.0,43650.0,국순당,KOSDAQ,2017.0,12.0,음식료·담배,0.53,-,500,170,3,30.935,"17,858,304","2,997,000,720",6399.0,1.0,242199754989.0,221539252120 ,-4263332128.0,13.71,62761236290.0,-6.79,1.93
4943.0,43650.0,국순당,KOSDAQ,2018.0,12.0,음식료·담배,0.7,-,500,260,6.18,-153.973,"17,858,304","4,583,778,160",4574.0,1.0,238619493474.0,215679918570 ,-2994443906.0,-1.48,61496071504.0,-4.87,2.56
4944.0,43650.0,국순당,KOSDAQ,2019.0,12.0,음식료·담배,0.93,-,500,100,3.1,-20.34,"17,858,304","1,682,103,200",3661.0,1.0,252484287184.0,204958648739 ,-5966921255.0,5.81,102095769190.0,-5.84,2.4
4945.0,43650.0,국순당,KOSDAQ,2020.0,12.0,음식료·담배,0.82,-,500,160,2.82,13.495,"17,858,304","2,518,474,560",5620.0,1.0,244882856300.0,222502376291 ,4581978812.0,-3.01,52947425413.0,8.65,7.06
4946.0,43650.0,국순당,KOSDAQ,2021.0,12.0,음식료·담배,0.86,-,500,260,2.9,18.992,"17,858,304","4,092,521,160",9130.0,1.0,267165465177.0,242822099230 ,8467426184.0,9.1,65221439846.0,12.98,9.27
4947.0,43650.0,국순당,KOSDAQ,2022.0,12.0,음식료·담배,1.31,-,500,210,3.04,-72.346,"17,858,304","3,305,497,860",6720.0,1.0,253846231021.0,234352560683 ,9145079697.0,-4.99,74619184834.0,12.26,9.27
4948.0,43650.0,국순당,KOSDAQ,2023.0,12.0,음식료·담배,0.97,-,500,105,1.75,-42.641,"17,858,304","1,652,748,930",5920.0,1.0,244796010519.0,227088760591 ,4464546772.0,-3.57,70483966911.0,6.33,7.61
4950.0,44060.0,조광ILI,KOSDAQ,2016.0,12.0,기계·장비,0.49,-,500,80,1.2,22.493,"9,885,656","790,852,480",1131.0,1.0,61830318467.0,48576315043 ,3440780391.0,-5.13,24499975045.0,14.04,9.11
4951.0,44060.0,조광ILI,KOSDAQ,2017.0,12.0,기계·장비,0.59,-,500,80,1.6,23.764,"9,885,656","790,852,480",831.0,1.0,59138918983.0,51263206932 ,3879071490.0,-4.35,20369537495.0,19.04,6.5
4952.0,44060.0,조광ILI,KOSDAQ,2018.0,12.0,기계·장비,0.91,-,500,100,2,20.707,"9,885,656","988,565,600",839.0,1.0,63793557271.0,54267578260 ,5636787732.0,7.87,24602134522.0,22.91,5.5
4953.0,44340.0,위닉스,KOSDAQ,2016.0,12.0,전기·전자,0.71,-,500,50,0.61,-5.509,"16,358,641","764,919,100",8340.0,1.0,205335548812.0,91621093376 ,2498618036.0,-13.31,213152599991.0,1.17,4.68
4954.0,44340.0,위닉스,KOSDAQ,2017.0,12.0,전기·전자,0.78,-,500,200,1.71,26.559,"16,358,641","3,006,191,200",13750.0,1.0,201005570827.0,97517199161 ,17280441690.0,-2.11,260728203252.0,6.63,6.05
4955.0,44340.0,위닉스,KOSDAQ,2018.0,12.0,전기·전자,0.77,-,500,400,1.43,34.63,"17,873,425","6,537,055,600",14550.0,2.0,220524462134.0,118706618587 ,20571019700.0,9.71,330556897475.0,6.22,5.64
4956.0,44340.0,위닉스,KOSDAQ,2019.0,12.0,전기·전자,0.5,-,500,500,2,20.499,"17,873,425","8,171,319,500",26050.0,2.0,276306305017.0,153280421137 ,51392295526.0,25.3,386234284231.0,13.31,6.98
4957.0,44340.0,위닉스,KOSDAQ,2020.0,12.0,전기·전자,0.36,-,500,500,2.2,19.12,"17,873,425","8,109,834,200",23700.0,2.0,344742237642.0,187750441533 ,51957322504.0,24.77,382343162582.0,13.59,5.27
4958.0,44340.0,위닉스,KOSDAQ,2021.0,12.0,전기·전자,0.23,-,500,500,2.5,39.654,"17,873,425","7,923,717,000",20400.0,2.0,405574804962.0,198793756333 ,25564756337.0,17.65,400233479027.0,6.39,3.86
4959.0,44340.0,위닉스,KOSDAQ,2022.0,12.0,전기·전자,0.38,-,500,400,3.4,290.053,"17,873,425","6,323,161,600",11200.0,2.0,411081166117.0,202094880910 ,3752291090.0,1.36,328990631593.0,1.14,5.3
4960.0,44340.0,위닉스,KOSDAQ,2023.0,12.0,전기·전자,0.23,-,500,300,2.9,47.419,"17,873,425","4,742,371,200",10580.0,1.0,363825797755.0,209562112219 ,6520613635.0,-11.5,375301296669.0,1.74,6.03
4962.0,44450.0,KSS해운,KOSPI,2016.0,12.0,운송·창고,0.87,-,500,170,2.16,29.478,"23,185,880","3,912,602,190",8090.0,1.0,647988184056.0,236009706818 ,32622475881.0,18.75,141144030975.0,23.11,1.69
4963.0,44450.0,KSS해운,KOSPI,2017.0,12.0,운송·창고,0.83,-,500,230,2.56,20.382,"23,185,880","5,235,846,040",9070.0,1.0,904763003214.0,227384050827 ,45074599663.0,39.63,177565951749.0,25.38,2.33
4964.0,44450.0,KSS해운,KOSPI,2018.0,12.0,운송·창고,1.02,-,500,230,3.51,24.754,"23,185,880","5,152,869,170",6480.0,1.0,902632630797.0,249394910328 ,47110514818.0,-0.24,202504829183.0,23.26,1.91
4965.0,44450.0,KSS해운,KOSPI,2019.0,12.0,운송·창고,1.02,-,500,270,3.51,26.083,"23,185,880","6,063,964,020",7730.0,1.0,957238168720.0,280999714437 ,52771937110.0,6.05,231240042004.0,22.82,1.66
4966.0,44450.0,KSS해운,KOSPI,2020.0,12.0,운송·창고,0.57,-,500,300,2.87,51.32,"23,185,880","6,737,737,800",10350.0,1.0,1069527677719.0,268856001085 ,50731188402.0,11.73,226181167041.0,22.43,1.15
4967.0,44450.0,KSS해운,KOSPI,2021.0,12.0,운송·창고,0.4,-,500,350,2.96,14.019,"23,185,880","7,860,694,100",11850.0,1.0,1446228922766.0,342824644410 ,58089120996.0,35.22,324001266815.0,17.93,2.73
4968.0,44450.0,KSS해운,KOSPI,2022.0,12.0,운송·창고,1.35,-,500,350,3.69,17.378,"23,085,880","7,902,133,750",9250.0,1.0,1659172643001.0,406280228275 ,69511091603.0,14.72,445375789707.0,15.61,3.44
