Index,종목코드,종목명,시장구분,연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액,주가,배당횟수,총자산,장부가치 자기자본,세후영업이익,총자산변화율,총매출액,영업이익률,영업이익률 표준편차
1415.0,4960.0,한신공영,KOSPI,2016.0,12.0,건설,0.89,-,"5,000",250,1.6,9.533,"10,166,455","2,542,577,950",15900.0,1.0,1553395800367.0,268114313310 ,69689443906.0,1.57,1772255006244.0,3.93,0.65
1416.0,4960.0,한신공영,KOSPI,2017.0,12.0,건설,0.89,-,"5,000",375,1.8,5.641,"10,780,114","4,087,340,825",22700.0,1.0,1905386490632.0,351284300625 ,133321000000.0,22.66,1984305657616.0,6.72,1.93
1417.0,4960.0,한신공영,KOSPI,2018.0,12.0,건설,1.03,-,"5,000",375,2.23,2.679,"11,570,702","4,340,379,200",16800.0,1.0,1778426426064.0,446036783562 ,214467000000.0,-6.66,2142182385211.0,10.01,3.15
1418.0,4960.0,한신공영,KOSPI,2019.0,12.0,건설,1.87,-,"5,000",350,2.44,5.621,"11,570,702","4,051,031,300",14800.0,1.0,1650955869341.0,513790125191 ,124540000000.0,-7.17,1623287681238.0,7.67,2.84
1419.0,4960.0,한신공영,KOSPI,2020.0,12.0,건설,1.86,-,"5,000",400,2.48,4.394,"11,570,702","4,629,727,100",16750.0,1.0,1734262275066.0,620803930149 ,119942000000.0,5.05,1556870961770.0,7.7,2.2
1420.0,4960.0,한신공영,KOSPI,2021.0,12.0,건설,1.63,-,"5,000",350,2.18,9.072,"11,570,702","4,051,031,300",15700.0,1.0,2119949126309.0,677762116295 ,44647806717.0,22.24,1311144762227.0,3.41,2.39
1421.0,4960.0,한신공영,KOSPI,2022.0,12.0,건설,3.18,-,"5,000",300,3.31,8.684,"11,570,702","3,472,335,500",8490.0,1.0,2349398105478.0,726739625046 ,39442102751.0,10.82,1221553531537.0,3.23,2.97
1422.0,4960.0,한신공영,KOSPI,2023.0,12.0,건설,2.89,-,"5,000",100,1.39,4.891,"11,570,702","1,157,552,300",7220.0,1.0,2468946950023.0,752933021934 ,14755273986.0,5.09,1309008523014.0,1.13,2.93
1424.0,4970.0,신라교역,KOSPI,2016.0,12.0,"농업, 임업 및 어업",1.0,-,500,250,1.7,14.424,"16,000,000","4,000,000,000",14450.0,1.0,525212039727.0,458553634544 ,5885335113.0,2.96,304666752111.0,1.93,2.92
1425.0,4970.0,신라교역,KOSPI,2017.0,12.0,"농업, 임업 및 어업",1.0,-,500,500,3.1,30.174,"16,000,000","8,000,000,000",16450.0,1.0,549948061193.0,479598681895 ,29401145851.0,4.71,413095667337.0,7.12,4.67
1426.0,4970.0,신라교역,KOSPI,2018.0,12.0,"농업, 임업 및 어업",1.0,-,500,500,3.8,19.801,"16,000,000","8,000,000,000",12900.0,1.0,581034540699.0,509796545978 ,7432109418.0,5.65,355250226390.0,2.09,3.81
1427.0,4970.0,신라교역,KOSPI,2019.0,12.0,"농업, 임업 및 어업",1.0,-,500,500,4.1,77.564,"16,000,000","8,000,000,000",11900.0,1.0,619927969163.0,518131277732 ,-4247759543.0,6.69,369645830609.0,-1.15,3.63
1428.0,4970.0,신라교역,KOSPI,2020.0,12.0,"농업, 임업 및 어업",1.0,-,500,500,5.3,104.316,"16,000,000","8,000,000,000",9140.0,1.0,629072904762.0,518005720413 ,-4878559975.0,1.48,372322115284.0,-1.31,3.42
1429.0,4970.0,신라교역,KOSPI,2021.0,12.0,"농업, 임업 및 어업",1.0,-,500,500,3.7,17.725,"16,000,000","7,892,500,000",13400.0,1.0,680457027435.0,552535706523 ,16894920312.0,8.17,346502046058.0,4.88,3.7
1430.0,4970.0,신라교역,KOSPI,2022.0,12.0,"농업, 임업 및 어업",1.0,-,500,500,4.3,55.601,"16,000,000","7,892,500,000",11300.0,1.0,716401497952.0,559045457236 ,14467242991.0,5.28,432649280569.0,3.34,2.74
1431.0,4970.0,신라교역,KOSPI,2023.0,12.0,"농업, 임업 및 어업",1.0,-,500,500,5.6,45.98,"16,000,000","7,892,500,000",8680.0,1.0,748620183007.0,570051838845 ,13925633567.0,4.5,434185755533.0,3.21,2.84
1432.0,4980.0,성신양회,KOSPI,2018.0,12.0,비금속,2.41,-,"5,000",150,1.3,19.745,"24,008,482","3,279,176,400",11900.0,1.0,1061390656985.0,386877313071 ,29790317316.0,3.71,688070395547.0,4.33,0.45
1433.0,4980.0,성신양회,KOSPI,2019.0,12.0,비금속,3.32,-,"5,000",150,2.16,21.662,"24,516,073","3,764,393,550",6980.0,1.0,1029404716227.0,400262266934 ,20762748750.0,-3.01,707435741353.0,2.93,1.0
1434.0,4980.0,성신양회,KOSPI,2020.0,12.0,비금속,2.01,-,"5,000",150,2.09,37.124,"24,516,073","3,764,393,550",7320.0,1.0,1090267313338.0,407418070508 ,21195353796.0,5.91,722305595863.0,2.93,1.15
1435.0,4980.0,성신양회,KOSPI,2021.0,12.0,비금속,1.8,-,"5,000",200,1.17,76.923,"24,516,073","5,006,930,650",16550.0,1.0,1121595052711.0,414005693494 ,30023204984.0,2.87,833543563842.0,3.6,0.93
1436.0,4980.0,성신양회,KOSPI,2022.0,12.0,비금속,2.01,-,"5,000",200,1.96,-18.915,"24,516,073","5,006,930,650",9540.0,1.0,1187583002030.0,396213621807 ,1833600738.0,5.88,1030414329947.0,0.18,1.57
1437.0,4980.0,성신양회,KOSPI,2023.0,12.0,비금속,4.51,-,"5,000",350,4.13,13.045,"24,516,073","8,734,541,950",8500.0,1.0,1310199052559.0,538023248072 ,73331934254.0,10.32,1113282184538.0,6.59,2.29
1439.0,4990.0,롯데지주,KOSPI,2016.0,12.0,음식료·담배,0.94,-,500,"1,130",0.6,21.348,"14,214,000","16,061,820,000",68819.0,1.0,3991836441083.0,2562064095767 ,127769000000.0,,2248263004248.0,5.68,
1440.0,4990.0,롯데지주,KOSPI,2018.0,12.0,기타금융,1.01,-,200,800,1.5,51.708,"116,566,237","57,245,680,350",52700.0,,,,,,,,
1441.0,4990.0,롯데지주,KOSPI,2019.0,12.0,기타금융,1.05,-,200,800,2.1,-13.907,"104,909,237","57,245,679,550",38950.0,2.0,15605750443735.0,7792536690730 ,174855000000.0,,8856161430101.0,1.97,2.62
1442.0,4990.0,롯데지주,KOSPI,2020.0,12.0,기타금융,1.04,-,200,"1,000",2.9,-29.952,"104,909,237","71,548,253,750",35300.0,1.0,16680023234382.0,7831106608529 ,156249000000.0,6.88,9086649229563.0,1.72,2.22
1443.0,4990.0,롯데지주,KOSPI,2021.0,12.0,기타금융,1.34,-,200,"1,500",4.9,71.346,"104,909,237","107,327,941,250",29900.0,1.0,19921883103681.0,9629296923407 ,216401000000.0,19.44,9924864014193.0,2.18,0.23
1444.0,4990.0,롯데지주,KOSPI,2022.0,12.0,기타금융,1.62,-,200,"1,500",4.6,31.89,"104,909,237","107,333,676,250",30800.0,1.0,22175416666050.0,9766258734737 ,489831000000.0,11.31,14111852309175.0,3.47,0.78
1445.0,4990.0,롯데지주,KOSPI,2023.0,12.0,기타금융,0.34,-,200,"1,500",5.3,65.583,"104,909,237","107,333,676,250",27050.0,1.0,23160430746458.0,9672841607501 ,493689000000.0,4.44,15159775895639.0,3.26,0.79
1447.0,5010.0,휴스틸,KOSPI,2016.0,12.0,금속,2.06,-,"5,000",500,3.3,-0.001,"6,918,617","3,459",2803.0,1.0,586849320506.0,385916912116 ,1347078216.0,14.18,364021479381.0,0.37,1.07
1448.0,5010.0,휴스틸,KOSPI,2017.0,12.0,금속,1.85,-,"5,000",500,3.2,0,"6,918,617","3,459",2813.0,1.0,659077190548.0,376924784893 ,22719402833.0,12.31,690567426306.0,3.29,1.46
1449.0,5010.0,휴스틸,KOSPI,2018.0,12.0,금속,2.47,-,"5,000",400,3.4,17.539,"7,534,848","3,013,939,200",2103.0,1.0,603455401929.0,406011639683 ,17946005249.0,-8.44,588768601322.0,3.05,1.34
1450.0,5010.0,휴스틸,KOSPI,2019.0,12.0,금속,3.04,-,"5,000",300,3,-18.229,"7,621,668","2,286,500,400",1817.0,1.0,579096387394.0,396558039291 ,-12915905238.0,-4.04,536988709121.0,-2.41,2.34
1451.0,5010.0,휴스틸,KOSPI,2020.0,12.0,금속,2.73,-,"5,000",200,2.7,15.421,"7,621,668","1,332,549,800",1327.0,1.0,604130121809.0,414464187343 ,17657216066.0,4.32,365613120624.0,4.83,2.86
1452.0,5010.0,휴스틸,KOSPI,2021.0,12.0,금속,2.09,-,"5,000",800,5.7,16.506,"7,837,615","6,270,092,000",2649.0,1.0,951920862198.0,626399910226 ,63214154152.0,57.57,616505522303.0,10.25,4.53
1453.0,5010.0,휴스틸,KOSPI,2022.0,12.0,금속,4.05,-,"1,000",350,6.9,8.657,"56,188,075","19,665,826,250",5070.0,1.0,1206373632049.0,909180443075 ,289220000000.0,26.73,1030923466708.0,28.05,11.7
1454.0,5010.0,휴스틸,KOSPI,2023.0,12.0,금속,2.37,-,"1,000",250,4.3,19.456,"56,188,075","14,047,018,750",4985.0,0.0,1325993300470.0,1007030906107 ,123215000000.0,9.92,764841700033.0,16.11,11.56
1456.0,5090.0,SGC에너지,KOSPI,2016.0,12.0,비금속,1.33,-,"5,000",750,1.2,25.262,"4,854,418","3,640,813,500",67000.0,1.0,854268058915.0,329901602915 ,1427655053.0,1.56,297458693223.0,0.48,3.08
1457.0,5090.0,SGC에너지,KOSPI,2017.0,12.0,비금속,1.62,-,"5,000",350,0.81,0,"4,854,418","941,646,300",43700.0,1.0,797747001331.0,323321406901 ,-17014154849.0,-6.62,319961347298.0,-5.32,5.09
1458.0,5090.0,SGC에너지,KOSPI,2018.0,12.0,비금속,2.41,-,"5,000",750,2.7,-17.261,"4,854,418","1,987,399,500",28900.0,1.0,759129159384.0,317419861268 ,-27956062013.0,-4.84,346781203870.0,-8.06,5.79
1459.0,5090.0,SGC에너지,KOSPI,2019.0,12.0,비금속,3.32,-,"5,000","1,000",3.3,"1,047.49","4,854,418","4,472,788,200",30500.0,1.0,695852509295.0,312593747848 ,1121399705.0,-8.34,284244834792.0,0.39,5.13
1460.0,5090.0,SGC에너지,KOSPI,2020.0,12.0,전기·가스,0.35,-,"5,000","1,500",4.1,83.675,"14,677,004","21,934,666,500",39250.0,1.0,2665670488054.0,668077318205 ,7017229307.0,283.08,106548366582.0,6.59,5.7
1461.0,5090.0,SGC에너지,KOSPI,2021.0,12.0,전기·가스,4.22,-,"5,000","1,500",3.3,21.943,"14,677,004","21,610,863,000",47300.0,1.0,2591549830557.0,739416716353 ,152238000000.0,-2.78,1898386809603.0,8.02,7.08
1462.0,5090.0,SGC에너지,KOSPI,2022.0,12.0,전기·가스,1.34,-,"5,000","1,700",5,16.503,"14,677,004","24,492,311,400",30950.0,1.0,3054362176494.0,866487238616 ,209400000000.0,17.86,2823334065836.0,7.42,6.83
1463.0,5090.0,SGC에너지,KOSPI,2023.0,12.0,전기·가스,0.38,-,"5,000","1,700",6.1,142.646,"14,409,333","24,492,311,400",27300.0,1.0,2967510633959.0,868796193814 ,106823000000.0,-2.84,3024051635225.0,3.53,3.19
1465.0,5110.0,한창,KOSPI,2016.0,12.0,유통,0.83,-,500,21,0.4,15.81,"34,458,589","687,404,235",18548.0,1.0,82275229102.0,38682677292 ,800336453.0,21.7,50460142278.0,1.59,14.92
1467.0,5160.0,동국산업,KOSDAQ,2016.0,12.0,금속,0.97,-,"1,000",150,3.1,25.402,"50,000,000","7,728,661,650",4560.0,1.0,835966016298.0,514427309384 ,50541292483.0,,754931361450.0,6.69,
1468.0,5160.0,동국산업,KOSDAQ,2017.0,12.0,금속,1.08,-,"1,000",150,3.6,33.898,"54,244,482","7,728,661,650",3935.0,1.0,827026978949.0,524987248746 ,38377945373.0,-1.07,784363916627.0,4.89,1.27
1469.0,5160.0,동국산업,KOSDAQ,2018.0,12.0,금속,1.26,-,"1,000",130,5,328.503,"54,244,482","6,698,173,430",2445.0,1.0,781595349043.0,521099723205 ,14777036971.0,-5.49,757801859335.0,1.95,2.39
1470.0,5160.0,동국산업,KOSDAQ,2019.0,12.0,금속,1.3,-,"1,000",130,4.8,37.039,"54,244,482","6,698,173,430",2595.0,1.0,752912818297.0,529831767794 ,32924085223.0,-3.67,673704707146.0,4.89,1.96
1471.0,5160.0,동국산업,KOSDAQ,2020.0,12.0,금속,0.99,-,"1,000",130,3.8,82.348,"54,244,482","6,698,173,430",3395.0,1.0,741703202365.0,530329518540 ,18463403866.0,-1.49,578249736571.0,3.19,1.81
1472.0,5160.0,동국산업,KOSDAQ,2021.0,12.0,금속,0.87,-,"1,000",130,3.6,17.947,"54,244,482","6,698,173,430",3545.0,1.0,809138974202.0,557355660073 ,34929987273.0,9.09,729135545402.0,4.79,1.33
1473.0,5160.0,동국산업,KOSDAQ,2022.0,12.0,금속,0.91,-,"1,000",130,3.3,298.626,"54,244,482","6,698,173,430",3665.0,1.0,874777320396.0,554486910870 ,1177844051.0,8.11,860529534483.0,0.14,2.01
1474.0,5160.0,동국산업,KOSDAQ,2023.0,12.0,금속,0.94,-,"1,000",130,2.6,-32.451,"54,244,482","6,698,173,430",4815.0,1.0,892650627661.0,525428485807 ,-27109102145.0,2.04,757010071920.0,-3.58,3.61
1476.0,5180.0,빙그레,KOSPI,2016.0,12.0,음식료·담배,0.94,-,"5,000","1,250",1.9,38.468,"9,851,241","11,052,251,250",63800.0,1.0,623750932009.0,521755634249 ,37235846082.0,1.1,813166106663.0,4.58,0.44
1477.0,5180.0,빙그레,KOSPI,2017.0,12.0,음식료·담배,0.89,-,"5,000","1,250",2,37.32,"9,851,241","11,052,251,250",63100.0,1.0,635622606558.0,528845660725 ,34708336169.0,1.9,857454493207.0,4.05,0.34
1478.0,5180.0,빙그레,KOSPI,2018.0,12.0,음식료·담배,1.18,-,"5,000","1,350",1.8,34.901,"9,851,241","11,936,431,350",72500.0,1.0,653929092795.0,545076278551 ,39329614676.0,2.88,855162971617.0,4.6,0.34
1479.0,5180.0,빙그레,KOSPI,2019.0,12.0,음식료·담배,1.39,-,"5,000","1,450",2.6,31.226,"9,851,241","12,820,611,450",56000.0,1.0,684922782174.0,571139575585 ,45782148344.0,4.74,878334259510.0,5.21,0.5
1480.0,5180.0,빙그레,KOSPI,2020.0,12.0,음식료·담배,1.16,-,"5,000","1,600",2.9,40.563,"9,851,241","14,146,881,600",57100.0,1.0,764138445081.0,589531144234 ,39847416288.0,11.57,959129489604.0,4.15,0.46
1481.0,5180.0,빙그레,KOSPI,2021.0,12.0,음식료·담배,1.34,-,"5,000","1,400",2.7,-64.048,"9,851,241","12,378,521,400",53200.0,1.0,760245280571.0,557875780965 ,26243919355.0,-0.51,1147435118625.0,2.29,1.09
1482.0,5180.0,빙그레,KOSPI,2022.0,12.0,음식료·담배,1.43,-,"5,000","1,500",3.7,51.634,"9,851,241","13,262,701,500",39250.0,1.0,769266587599.0,575768974671 ,39407655268.0,1.19,1267685822673.0,3.11,1.17
1483.0,5180.0,빙그레,KOSPI,2023.0,12.0,음식료·담배,1.7,-,"5,000","2,600",4.7,26.663,"9,851,241","22,988,682,600",54700.0,1.0,890717259861.0,641597543475 ,112245000000.0,15.79,1394316382403.0,8.05,2.24
1485.0,5250.0,녹십자홀딩스,KOSPI,2016.0,12.0,일반서비스,1.3,-,500,300,1.3,18.342,"47,028,210","13,621,653,720",23800.0,1.0,2249277258809.0,1377011145188 ,99255537518.0,9.26,1354466206075.0,7.33,1.53
1486.0,5250.0,녹십자홀딩스,KOSPI,2017.0,12.0,일반서비스,0.81,-,500,300,0.8,19.259,"47,028,210","13,621,653,720",39250.0,1.0,2560695917807.0,1439667555498 ,111972000000.0,13.85,1465489006757.0,7.64,1.17
1487.0,5250.0,녹십자홀딩스,KOSPI,2018.0,12.0,일반서비스,1.23,-,500,250,1,58.577,"47,028,210","11,351,567,170",25100.0,1.0,2628599972133.0,1453116546625 ,49332044603.0,2.65,1548714794739.0,3.19,2.66
1488.0,5250.0,녹십자홀딩스,KOSPI,2019.0,12.0,일반서비스,1.04,-,500,325,1.5,-48.421,"47,028,210","14,756,696,995",22250.0,1.0,2773868507077.0,1506596203771 ,30379583607.0,5.53,1524799073839.0,1.99,3.19
1489.0,5250.0,녹십자홀딩스,KOSPI,2020.0,12.0,일반서비스,0.68,-,500,500,1.4,12.613,"47,028,210","22,701,999,920",41500.0,1.0,3241202077382.0,1673500718748 ,70732029705.0,16.85,1719325650407.0,4.11,2.52
1490.0,5250.0,녹십자홀딩스,KOSPI,2021.0,12.0,일반서비스,0.43,-,500,400,1.5,14.227,"47,028,210","18,161,826,820",27150.0,1.0,3496833926967.0,1910728953705 ,86244224819.0,7.89,1840558602978.0,4.69,2.12
1491.0,5250.0,녹십자홀딩스,KOSPI,2022.0,12.0,일반서비스,0.78,-,500,300,1.7,23.128,"47,028,210","13,621,653,720",17000.0,1.0,3592060734923.0,1967043519272 ,71159596357.0,2.72,2079559970740.0,3.42,1.02
1492.0,5250.0,녹십자홀딩스,KOSPI,2023.0,12.0,일반서비스,0.87,-,500,300,1.9,-18.713,"47,028,210","13,621,653,720",16350.0,1.0,3737707402310.0,1881541819965 ,-16437917061.0,4.05,2057935704611.0,-0.8,2.19
1494.0,5290.0,동진쎄미켐,KOSDAQ,2016.0,12.0,반도체,0.62,-,500,60,0.6,10.789,"47,432,263","2,845,935,780",10100.0,1.0,657591755145.0,196926637460 ,45404003049.0,0.29,764955940617.0,5.94,1.63
1495.0,5290.0,동진쎄미켐,KOSDAQ,2017.0,12.0,반도체,0.54,-,500,90,0.4,10.284,"51,414,494","4,627,304,460",22100.0,1.0,667169454942.0,267599529706 ,71904939416.0,1.46,785154565399.0,9.16,1.66
1496.0,5290.0,동진쎄미켐,KOSDAQ,2018.0,12.0,반도체,1.2,-,500,90,1.2,9.649,"51,414,494","4,627,304,460",7310.0,1.0,760451747575.0,305894112306 ,70984302815.0,13.98,827231161595.0,8.58,1.41
1497.0,5290.0,동진쎄미켐,KOSDAQ,2019.0,12.0,반도체,0.85,-,500,90,0.6,7.884,"51,414,494","4,627,304,460",16750.0,1.0,840710797540.0,360362019184 ,104867000000.0,10.55,875254175031.0,11.98,2.17
1498.0,5290.0,동진쎄미켐,KOSDAQ,2020.0,12.0,반도체,0.47,-,500,100,0.3,6.03,"51,414,494","5,141,449,400",36500.0,1.0,960791826390.0,438008274772 ,126258000000.0,14.28,937800799678.0,13.46,2.96
1499.0,5290.0,동진쎄미켐,KOSDAQ,2021.0,12.0,반도체,0.42,-,500,110,0.3,5.497,"51,414,494","5,655,594,340",51000.0,1.0,1186189143728.0,561033499955 ,131815000000.0,23.46,1161284077161.0,11.35,2.02
1500.0,5290.0,동진쎄미켐,KOSDAQ,2022.0,12.0,반도체,0.96,-,500,130,0.4,4.279,"51,414,494","6,683,884,220",29950.0,1.0,1374303530098.0,700787363830 ,216309000000.0,15.86,1457214808307.0,14.84,2.36
1501.0,5290.0,동진쎄미켐,KOSDAQ,2023.0,12.0,반도체,0.59,-,500,120,0.3,4.994,"51,414,494","6,169,739,280",38700.0,1.0,1606588027004.0,835481646771 ,176174000000.0,16.9,1309924437990.0,13.45,1.37
1503.0,5300.0,롯데칠성음료,KOSPI,2016.0,12.0,음식료·담배,0.94,-,"5,000","10,000",0.7,19.636,"1,237,203","13,577,310,000",146013.0,1.0,4650515640860.0,2372740759667 ,148792000000.0,6.13,2369469994906.0,6.28,0.05
1504.0,5300.0,롯데칠성음료,KOSPI,2017.0,12.0,음식료·담배,0.89,-,"5,000","33,000",2.5,22.295,"799,346","27,096,844,250",133207.0,1.0,3486931133693.0,1312793660257 ,75383666918.0,-25.02,2279282728426.0,3.31,1.69
1505.0,5300.0,롯데칠성음료,KOSPI,2018.0,12.0,음식료·담배,1.18,-,"5,000","27,000",1.9,-44.33,"799,346","22,170,724,250",140324.0,1.0,3311280026661.0,1237415049365 ,84951863655.0,-5.04,2346277858505.0,3.62,1.61
1506.0,5300.0,롯데칠성음료,KOSPI,2019.0,12.0,음식료·담배,1.39,-,500,"2,700",1.9,-15.396,"7,993,460","22,170,724,250",140000.0,1.0,3256509992171.0,1228004887955 ,107666000000.0,-1.65,2429527266539.0,4.43,1.41
1507.0,5300.0,롯데칠성음료,KOSPI,2020.0,12.0,음식료·담배,1.16,-,500,"2,700",2.5,-154.479,"8,975,123","25,955,511,350",108500.0,1.0,3466112902925.0,1304886086352 ,97230309774.0,6.44,2257973300939.0,4.31,1.16
1508.0,5300.0,롯데칠성음료,KOSPI,2021.0,12.0,음식료·담배,1.34,-,500,"3,000",2.2,21.703,"9,278,884","29,750,386,250",133500.0,1.0,3596830123178.0,1445055699930 ,182218000000.0,3.77,2506093270200.0,7.27,1.57
1509.0,5300.0,롯데칠성음료,KOSPI,2022.0,12.0,음식료·담배,1.43,-,500,"3,300",1.8,25.312,"9,278,884","33,182,716,750",176000.0,1.0,3695935640310.0,1412166180284 ,222858000000.0,2.76,2841747049867.0,7.84,1.92
1510.0,5300.0,롯데칠성음료,KOSPI,2023.0,12.0,음식료·담배,1.7,-,500,"3,400",2.3,20.532,"9,278,884","34,188,136,150",146600.0,1.0,4257669750821.0,1536835578135 ,210670000000.0,15.2,3224680481809.0,6.53,1.63
1511.0,5320.0,온타이드,KOSPI,2020.0,12.0,유통,1.53,-,500,50,1.19,12.082,"38,813,146","1,931,489,550",4200.0,1.0,180700681914.0,83835083582 ,26588642518.0,35.13,253421044030.0,10.49,5.52
1513.0,5360.0,모나미,KOSPI,2016.0,12.0,유통,0.83,-,"1,000",70,1.6,22.829,"18,897,307","1,306,711,490",4250.0,1.0,166157076988.0,75334070018 ,10087228318.0,2.38,140171468682.0,7.2,0.31
1514.0,5360.0,모나미,KOSPI,2017.0,12.0,유통,0.9,-,"1,000",70,2.4,45.049,"18,897,307","1,298,311,490",2850.0,1.0,167851329610.0,75388693433 ,7600059735.0,1.02,137658030909.0,5.52,0.87
1515.0,5360.0,모나미,KOSPI,2018.0,12.0,유통,1.44,-,"1,000",70,2.6,168.603,"18,897,307","1,278,011,490",2620.0,1.0,170574792838.0,74455284232 ,6921982761.0,1.62,135191757349.0,5.12,0.99
1516.0,5360.0,모나미,KOSPI,2019.0,12.0,유통,1.67,-,"1,000",70,1.9,-78.692,"18,897,307","1,322,811,490",3670.0,1.0,181549399377.0,75528998213 ,1831471551.0,6.43,132038884296.0,1.39,2.29
1517.0,5360.0,모나미,KOSPI,2020.0,12.0,유통,1.53,-,"1,000",70,1.3,"2,593.75","18,897,307","1,322,811,490",5490.0,1.0,195681830769.0,89789336732 ,40112875.0,7.78,127762922996.0,0.03,3.01
1518.0,5360.0,모나미,KOSPI,2021.0,12.0,유통,1.59,-,"1,000",100,2.3,12.009,"18,897,307","1,889,730,700",4625.0,1.0,202507879594.0,104547410896 ,5064131360.0,3.49,132235899435.0,3.83,2.39
1519.0,5360.0,모나미,KOSPI,2022.0,12.0,유통,2.79,-,"1,000",70,2.1,39.892,"18,897,307","1,322,811,490",3175.0,1.0,218432623722.0,106609398706 ,6277196330.0,7.86,149532210261.0,4.2,2.12
1520.0,5360.0,모나미,KOSPI,2023.0,12.0,유통,2.13,-,"1,000",50,1.6,-16.51,"18,897,307","944,865,350",3065.0,1.0,195918816223.0,98778063635 ,-2268342309.0,-10.31,141452792883.0,-1.6,2.47
1522.0,5380.0,현대자동차,KOSPI,2016.0,12.0,운송장비·부품,1.62,-,"5,000","4,000",2.8,18.874,"220,276,479","1,079,504,000,000",146000.0,2.0,178835928000000.0,72344578000000 ,5193500000000.0,8.14,93649024000000.0,5.55,0.96
1523.0,5380.0,현대자동차,KOSPI,2017.0,12.0,운송장비·부품,1.78,-,"5,000","4,000",2.6,23.744,"220,276,479","1,079,504,000,000",156000.0,2.0,178199454000000.0,74757354000000 ,4574670000000.0,-0.36,96376079000000.0,4.75,1.09
1524.0,5380.0,현대자동차,KOSPI,2018.0,12.0,운송장비·부품,1.73,-,"5,000","4,000",3.3,64.813,"213,668,187","1,066,184,000,000",118500.0,2.0,180655752000000.0,73896010000000 ,-59322000000.0,1.38,96812609000000.0,-0.06,3.03
1525.0,5380.0,현대자동차,KOSPI,2019.0,12.0,운송장비·부품,1.7,-,"5,000","4,000",3.3,33.071,"213,668,187","1,053,518,000,000",120500.0,2.0,194512220000000.0,76365754000000 ,1580160000000.0,7.67,105746422000000.0,1.49,2.91
1526.0,5380.0,현대자동차,KOSPI,2020.0,12.0,운송장비·부품,1.46,-,"5,000","3,000",1.6,40.816,"213,668,187","785,516,000,000",192000.0,1.0,209344212000000.0,76340970000000 ,2394670000000.0,7.63,103997601000000.0,2.3,2.32
1527.0,5380.0,현대자동차,KOSPI,2021.0,12.0,운송장비·부품,1.02,-,"5,000","5,000",2.4,22.846,"213,668,187","1,300,658,000,000",209000.0,2.0,233946415000000.0,82615789000000 ,6678950000000.0,11.75,117610626000000.0,5.68,2.36
1528.0,5380.0,현대자동차,KOSPI,2022.0,12.0,운송장비·부품,2.26,-,"5,000","7,000",4.5,22.926,"213,668,187","1,830,356,000,000",151000.0,2.0,255742462000000.0,90896545000000 ,9819770000000.0,9.32,142527535000000.0,6.89,2.92
1529.0,5380.0,현대자동차,KOSPI,2023.0,12.0,운송장비·부품,2.09,-,"5,000","11,400",4.7,24.434,"211,531,506","2,998,657,000,000",203500.0,2.0,282463355000000.0,101809440000000 ,15126900000000.0,10.45,162663579000000.0,9.3,3.24
1530.0,5390.0,신성통상,KOSPI,2023.0,6.0,유통,2.31,-,500,50,2.5,8.635,"143,708,390","7,185,419,500",1841.0,1.0,1069740616262.0,423925657496 ,144095000000.0,4.59,1542577088968.0,9.34,2.66
1532.0,5430.0,한국공항,KOSPI,2016.0,12.0,운송·창고,0.87,-,"5,000",500,1.2,8.769,"3,166,355","1,529,125,000",42700.0,1.0,373405153945.0,281781343573 ,26791641915.0,-2.08,472598315674.0,5.67,1.62
1533.0,5430.0,한국공항,KOSPI,2017.0,12.0,운송·창고,0.83,-,"5,000",500,1,6.834,"3,166,355","1,529,125,000",52800.0,1.0,416391199046.0,315792485300 ,27010132285.0,11.51,485444522904.0,5.56,1.29
1534.0,5430.0,한국공항,KOSPI,2018.0,12.0,운송·창고,1.02,-,"5,000","1,000",2.4,16.236,"3,166,355","3,058,250,000",42700.0,1.0,424415405157.0,319118853202 ,24692128715.0,1.93,526113112088.0,4.69,1.06
1535.0,5430.0,한국공항,KOSPI,2019.0,12.0,운송·창고,1.02,-,"5,000","1,000",2.3,18.805,"3,166,355","3,058,250,000",45200.0,1.0,464725240306.0,323034621681 ,22038425771.0,9.5,528998203947.0,4.17,0.96
1536.0,5430.0,한국공항,KOSPI,2023.0,12.0,운송·창고,2.66,-,"5,000","1,000",2.1,9.732,"3,166,355","3,058,211,000",49500.0,1.0,476851540431.0,348472901998 ,33969013124.0,13.24,544725137436.0,6.24,8.93
1538.0,5440.0,현대지에프홀딩스,KOSPI,2016.0,12.0,유통,0.83,-,500,60,0.4,4.976,"97,704,482","5,237,698,380",10143.0,1.0,2181726915000.0,1607067648000 ,105178000000.0,11.65,2521747634000.0,4.17,0.01
1539.0,5440.0,현대지에프홀딩스,KOSPI,2017.0,12.0,유통,0.9,-,500,80,0.5,5.75,"97,704,482","6,984,554,160",9846.0,1.0,2796884943000.0,2043359887000 ,87083449000.0,28.2,2533968139000.0,3.44,0.42
1540.0,5440.0,현대지에프홀딩스,KOSPI,2018.0,12.0,유통,1.44,-,500,210,1.45,14.41,"97,704,482","18,334,454,670",9418.0,1.0,2837374829000.0,2111092852000 ,137227000000.0,1.45,3251741146000.0,4.22,0.37
