종목코드,연도,영업이익률,영업이익률 표준편차
012860,2021,2.03,1.56
012860,2022,4.76,1.93
012860,2023,2.95,1.8
013030,2015,25.61,
013030,2016,21.04,3.23
013030,2017,19.44,3.2
013030,2018,8.73,7.15
013030,2019,10.5,7.19
013030,2020,11.7,5.57
013030,2021,12.89,4.09
013030,2022,22.26,5.28
013030,2023,27.48,7.5
013120,2015,22.74,
013120,2016,24.54,1.27
013120,2017,25.41,1.36
013120,2018,26.33,1.53
013120,2019,16.51,3.92
013120,2020,29.74,4.89
013120,2021,23.32,4.91
013120,2022,14.43,6.48
013120,2023,4.07,9.67
013310,2015,9.96,
013310,2016,7.66,1.63
013310,2017,5.23,2.37
013310,2018,2.24,3.31
013310,2019,6.31,2.87
013310,2020,3.32,2.2
013310,2021,2.89,1.71
013310,2022,7.95,2.46
013310,2023,10.97,3.36
013360,2015,3.01,
013360,2016,2.84,0.12
013360,2017,3.07,0.12
013360,2018,2.71,0.16
013360,2019,1.97,0.44
013360,2020,3.02,0.44
013360,2021,2.6,0.44
013360,2022,0.59,0.97
013360,2023,1.2,0.99
013520,2015,6.55,
013520,2016,6.52,0.02
013520,2017,2.48,2.34
013520,2018,3.53,2.08
013520,2019,4.19,1.82
013520,2020,1.05,2.04
013520,2021,13.11,4.76
013520,2022,37.37,14.98
013520,2023,28.59,15.67
013570,2015,3.92,
013570,2016,5.02,0.78
013570,2017,5.52,0.82
013570,2018,5.2,0.69
013570,2019,5.16,0.61
013570,2020,5.28,0.18
013570,2021,4.69,0.3
013570,2022,3.01,0.96
013570,2023,3.64,0.99
013580,2015,2.37,
013580,2016,3.96,1.12
013580,2017,5.13,1.39
013580,2018,6.7,1.83
013580,2019,5.97,1.71
013580,2020,7.95,1.52
013580,2021,9.09,1.57
013580,2022,4.5,1.77
013580,2023,3.38,2.36
013700,2015,3.04,
013700,2016,3.18,0.1
013700,2017,5.86,1.59
013700,2018,3.48,1.33
013700,2019,5.24,1.3
013700,2020,1.74,1.66
013700,2021,-1.84,3.1
013700,2022,-8.15,5.3
013700,2023,2.39,5.15
013720,2015,2.61,
013720,2016,0.49,1.5
013720,2017,-0.99,1.81
013720,2018,0.5,1.48
013720,2019,1.09,1.3
013720,2020,-14.68,6.73
013720,2021,-20.12,9.86
013720,2022,1.09,10.21
013720,2023,2.51,10.58
013810,2015,10.98,
013810,2016,6.36,3.27
013810,2017,1.98,4.5
013810,2018,-7.54,7.9
013810,2019,8.88,7.34
013810,2020,15.24,8.49
013810,2021,5.16,8.46
013810,2022,-12.12,11.43
013810,2023,-18.05,14.23
013870,2015,3.62,
013870,2016,4.91,0.91
013870,2017,2.89,1.02
013870,2018,0.9,1.68
013870,2019,1.78,1.56
013870,2020,-2.17,2.61
013870,2021,1.58,1.91
013870,2022,1.82,1.69
013870,2023,2.98,1.96
013890,2017,14.47,
013890,2018,8.54,4.19
013890,2019,12.71,3.05
013890,2020,8.76,2.94
013890,2021,6.61,3.25
013890,2022,5.65,2.71
013890,2023,1.93,3.98
014100,2015,4.74,
014100,2016,4.96,0.16
014100,2017,4.87,0.11
014100,2018,3.11,0.88
014100,2019,-0.15,2.18
014100,2020,-0.52,2.65
014100,2021,6.26,3.0
014100,2022,2.25,2.75
014100,2023,-1.96,3.22
014130,2015,2.51,
014130,2016,1.91,0.42
014130,2017,1.92,0.34
014130,2018,1.58,0.39
014130,2019,2.07,0.34
014130,2020,1.73,0.19
014130,2021,0.74,0.52
014130,2022,2.31,0.6
014130,2023,1.31,0.62
014280,2015,5.7,
014280,2016,9.34,2.57
014280,2017,7.5,1.82
014280,2018,4.46,2.13
014280,2019,0.48,3.36
014280,2020,-0.29,4.22
014280,2021,4.54,3.22
014280,2022,4.66,2.46
014280,2023,7.77,3.32
014440,2015,8.76,
014440,2016,10.33,1.11
014440,2017,7.58,1.38
014440,2018,5.03,2.23
014440,2019,6.44,2.05
014440,2020,4.11,2.42
014440,2021,5.93,1.33
014440,2022,5.99,0.93
014440,2023,7.7,1.29
014470,2015,2.45,
014470,2016,4.53,1.47
014470,2017,-1.0,2.79
014470,2018,1.14,2.32
014470,2019,-1.28,2.43
014470,2020,-0.05,2.36
014470,2021,-1.35,1.06
014470,2022,0.27,1.06
014470,2023,-0.1,0.76
014530,2015,6.9,
014530,2016,7.56,0.47
014530,2017,2.78,2.59
014530,2018,2.23,2.75
014530,2019,2.09,2.69
014530,2020,2.3,2.34
014530,2021,2.12,0.28
014530,2022,2.46,0.15
014530,2023,2.4,0.16
014570,2015,5.35,
014570,2016,11.09,4.06
014570,2017,9.56,2.97
014570,2018,6.78,2.6
014570,2019,6.15,2.43
014570,2020,16.53,4.16
014570,2021,15.13,4.77
014570,2022,17.91,5.6
014570,2023,22.15,5.89
014580,2015,4.53,
014580,2016,4.94,0.29
014580,2017,3.47,0.76
014580,2018,4.14,0.63
014580,2019,2.08,1.12
014580,2020,6.53,1.66
014580,2021,10.04,3.12
014580,2022,9.26,3.36
014580,2023,13.62,4.3
014620,2015,9.11,
014620,2016,1.43,5.43
014620,2017,-12.79,11.11
014620,2018,-8.54,9.87
014620,2019,3.45,8.98
014620,2020,0.62,7.08
014620,2021,-5.88,6.64
014620,2022,10.97,7.75
014620,2023,17.6,9.13
014680,2015,13.31,
014680,2016,17.84,3.2
014680,2017,15.18,2.28
014680,2018,16.08,1.89
014680,2019,18.96,2.22
014680,2020,24.53,3.67
014680,2021,25.72,4.82
014680,2022,21.0,3.96
014680,2023,16.09,3.96
014710,2015,3.36,
014710,2016,4.78,1.0
014710,2017,4.18,0.71
014710,2018,4.32,0.59
014710,2019,2.79,0.8
014710,2020,5.03,0.87
014710,2021,8.02,1.94
014710,2022,6.75,2.05
014710,2023,-19.8,11.55
014790,2015,1.67,
014790,2016,5.21,2.5
014790,2017,8.19,3.26
014790,2018,4.55,2.68
014790,2019,5.19,2.32
014790,2020,6.18,1.42
014790,2021,5.33,1.41
014790,2022,3.57,0.97
014790,2023,3.22,1.25
014820,2015,8.08,
014820,2016,9.75,1.18
014820,2017,8.0,0.99
014820,2018,7.68,0.93
014820,2019,7.21,0.96
014820,2020,9.06,1.04
014820,2021,7.19,0.77
014820,2022,6.39,0.98
014820,2023,6.33,1.1
014830,2015,7.49,
014830,2016,9.18,1.2
014830,2017,8.8,0.89
014830,2018,9.83,0.99
014830,2019,9.68,0.94
014830,2020,10.81,0.76
014830,2021,15.34,2.59
014830,2022,10.53,2.34
014830,2023,2.83,4.5
014910,2015,-2.79,
014910,2016,-1.56,0.87
014910,2017,-0.99,0.92
014910,2018,2.03,2.05
014910,2019,-4.33,2.37
014910,2020,-1.68,2.27
014910,2021,6.98,4.32
014910,2022,4.94,4.64
014910,2023,1.14,4.64
014940,2015,-2.61,
014940,2016,0.89,2.47
014940,2017,1.96,2.39
014940,2018,-1.88,2.18
014940,2019,4.1,2.76
014940,2020,12.67,5.54
014940,2021,5.78,5.38
014940,2022,6.98,5.25
014940,2023,8.1,3.24
014970,2015,10.87,
014970,2016,12.98,1.49
014970,2017,6.75,3.17
014970,2018,1.31,5.14
014970,2019,1.77,5.25
014970,2020,2.3,4.95
014970,2021,1.04,2.35
014970,2022,-1.3,1.38
014970,2023,1.37,1.39
015230,2015,8.19,
015230,2016,7.72,0.33
015230,2017,7.32,0.44
015230,2018,4.34,1.74
015230,2019,6.74,1.51
015230,2020,7.24,1.35
015230,2021,8.32,1.49
015230,2022,11.83,2.73
015230,2023,12.48,2.66
015360,2015,1.45,
015360,2016,2.01,0.4
015360,2017,2.19,0.39
015360,2018,2.3,0.38
015360,2019,2.0,0.33
015360,2020,0.85,0.58
015360,2021,1.9,0.58
015360,2022,0.02,0.95
015360,2023,4.02,1.5
015710,2015,8.88,
015710,2016,7.76,0.79
015710,2017,8.88,0.65
015710,2018,10.51,1.13
015710,2019,9.96,1.07
015710,2020,9.14,1.06
015710,2021,4.22,2.5
015710,2022,-2.4,5.46
015710,2023,1.9,5.14
015750,2015,4.13,
015750,2016,3.65,0.34
015750,2017,1.81,1.22
015750,2018,2.18,1.12
015750,2019,2.16,1.03
015750,2020,0.18,1.24
015750,2021,2.28,0.88
015750,2022,2.49,0.95
015750,2023,5.94,2.08
015760,2015,19.25,
015760,2016,19.94,0.49
015760,2017,8.28,6.54
015760,2018,-0.34,9.69
015760,2019,-2.16,10.45
015760,2020,6.98,8.74
015760,2021,-9.67,7.31
015760,2022,-45.83,20.78
015760,2023,-5.15,20.31
015860,2015,3.44,
015860,2016,0.19,2.3
015860,2017,0.69,1.75
015860,2018,2.59,1.54
015860,2019,3.53,1.56
015860,2020,2.95,1.46
015860,2021,3.25,1.12
015860,2022,3.13,0.35
015860,2023,3.91,0.38
015890,2015,-0.92,
015890,2016,2.75,2.6
015890,2017,3.47,2.35
015890,2018,4.15,2.26
015890,2019,2.07,1.96
015890,2020,3.69,0.82
015890,2021,7.85,2.16
015890,2022,7.49,2.52
015890,2023,6.73,2.55
016090,2015,3.89,
016090,2016,5.73,1.3
016090,2017,4.89,0.92
016090,2018,6.25,1.03
016090,2019,6.76,1.14
016090,2020,2.82,1.54
016090,2021,7.79,1.92
016090,2022,9.46,2.45
016090,2023,7.22,2.45
016250,2015,7.26,
016250,2016,7.55,0.21
016250,2017,9.91,1.45
016250,2018,7.6,1.23
016250,2019,4.53,1.91
016250,2020,-3.21,5.11
016250,2021,5.28,4.96
016250,2022,2.18,4.11
016250,2023,-1.16,3.65
016380,2015,3.39,
016380,2016,6.17,1.97
016380,2017,-0.45,3.32
016380,2018,-0.64,3.28
016380,2019,1.43,2.86
016380,2020,4.73,3.08
016380,2021,8.85,4.02
016380,2022,8.91,4.31
016380,2023,8.18,3.28
016450,2015,7.8,
016450,2016,3.84,2.8
016450,2017,3.19,2.5
016450,2018,2.24,2.44
016450,2019,3.53,2.14
016450,2020,2.92,0.61
016450,2021,4.81,0.95
016450,2022,5.81,1.44
016450,2023,6.82,1.6
016580,2015,17.48,
016580,2016,15.3,1.54
016580,2017,20.04,2.37
016580,2018,17.68,1.94
016580,2019,16.44,1.76
016580,2020,16.55,1.8
016580,2021,17.59,1.45
016580,2022,14.99,1.09
016580,2023,13.1,1.74
016590,2015,2.73,
016590,2016,3.26,0.37
016590,2017,5.61,1.53
016590,2018,16.44,6.41
016590,2019,14.64,6.52
016590,2020,10.6,5.66
016590,2021,7.98,4.5
016590,2022,7.52,3.98
016590,2023,9.07,2.87
016710,2015,2.28,
016710,2016,3.31,0.73
016710,2017,2.72,0.52
016710,2018,2.03,0.56
016710,2019,2.6,0.49
016710,2020,3.08,0.49
016710,2021,2.27,0.41
016710,2022,0.56,0.95
016710,2023,0.82,1.12
016740,2016,6.21,
016740,2017,6.39,0.13
016740,2018,6.35,0.09
016740,2019,5.93,0.21
016740,2020,4.35,0.86
016740,2021,5.1,0.88
016740,2022,2.35,1.58
016740,2023,5.85,1.47
016790,2018,1.22,
016790,2019,5.19,2.81
016790,2020,-0.45,2.9
016790,2021,1.13,2.4
016790,2022,-1.36,2.51
016790,2023,-5.57,3.91
016800,2015,9.73,
016800,2016,7.26,1.75
016800,2017,7.95,1.27
016800,2018,8.78,1.07
016800,2019,8.24,0.93
016800,2020,8.97,0.68
016800,2021,8.78,0.43
016800,2022,8.57,0.28
016800,2023,9.71,0.55
016920,2015,0.59,
016920,2016,2.14,1.1
016920,2017,4.8,2.13
016920,2018,5.36,2.25
016920,2019,2.75,1.96
016920,2020,1.35,1.73
016920,2021,3.61,1.61
016920,2022,2.61,1.48
016920,2023,3.18,0.85
017040,2015,8.03,
017040,2016,3.73,3.04
017040,2017,2.16,3.04
017040,2018,2.53,2.7
017040,2019,6.14,2.5
017040,2020,3.43,1.56
017040,2021,2.09,1.69
017040,2022,3.35,1.58
017040,2023,-1.41,2.74
017180,2015,-1.97,
017180,2016,7.07,6.39
017180,2017,5.33,4.8
017180,2018,3.35,3.92
017180,2019,-9.57,6.74
017180,2020,-22.65,12.65
017180,2021,-4.27,11.27
017180,2022,4.23,11.01
017180,2023,0.57,10.49
017250,2015,3.02,
017250,2016,3.95,0.66
017250,2017,3.16,0.5
017250,2018,3.1,0.43
017250,2019,-3.9,3.24
017250,2020,-24.49,12.08
017250,2021,-35.23,17.45
017250,2022,5.23,17.9
017250,2023,21.14,22.65
017370,2015,6.14,
017370,2016,4.37,1.25
017370,2017,2.75,1.7
017370,2018,-0.43,2.79
017370,2019,0.25,2.76
017370,2020,-1.48,2.4
017370,2021,-4.38,2.6
017370,2022,3.13,2.73
017370,2023,5.12,3.74
017390,2015,-0.16,
017390,2016,-0.53,0.26
017390,2017,0.75,0.66
017390,2018,0.31,0.56
017390,2019,0.77,0.57
017390,2020,0.62,0.54
017390,2021,-0.39,0.48
017390,2022,0.19,0.45
017390,2023,-0.19,0.5
017480,2015,4.26,
017480,2016,5.58,0.93
017480,2017,5.39,0.71
017480,2018,3.96,0.81
017480,2019,3.35,0.95
017480,2020,3.84,1.0
017480,2021,10.29,2.86
017480,2022,5.62,2.86
017480,2023,3.71,2.89
017510,2015,26.04,
017510,2016,20.38,4.0
017510,2017,18.96,3.75
017510,2018,17.26,3.81
017510,2019,9.05,6.15
017510,2020,1.41,8.02
017510,2021,10.76,7.02
017510,2022,7.32,5.74
017510,2023,11.42,4.01
017550,2015,4.45,
017550,2016,4.4,0.04
017550,2017,3.24,0.68
017550,2018,0.5,1.85
017550,2019,4.59,1.73
017550,2020,5.08,1.84
017550,2021,5.64,2.05
017550,2022,7.89,2.69
017550,2023,7.24,1.42
017650,2015,-3.01,
017650,2016,10.66,9.67
017650,2017,4.22,6.84
017650,2018,9.12,6.15
017650,2019,5.61,5.33
017650,2020,12.74,3.52
017650,2021,14.41,4.4
017650,2022,15.58,4.09
017650,2023,13.28,3.91
017670,2016,8.99,
017670,2017,8.77,0.16
017670,2018,7.12,1.02
017670,2019,6.26,1.32
017670,2020,7.24,1.16
017670,2021,8.28,1.0
017670,2022,9.32,1.18
017670,2023,9.96,1.5
017800,2015,10.8,
017800,2016,10.32,0.34
017800,2017,6.79,2.19
017800,2018,7.62,1.98
017800,2019,7.27,1.86
017800,2020,8.24,1.38
017800,2021,6.54,0.68
017800,2022,2.02,2.49
017800,2023,3.18,2.7
017810,2015,2.14,
017810,2016,1.87,0.19
017810,2017,2.39,0.26
017810,2018,1.77,0.28
017810,2019,1.28,0.42
017810,2020,1.99,0.4
017810,2021,1.53,0.43
017810,2022,0.93,0.41
017810,2023,2.07,0.48
017890,2015,7.98,
017890,2016,10.28,1.63
017890,2017,8.1,1.29
017890,2018,11.14,1.58
017890,2019,11.36,1.63
017890,2020,15.09,2.53
017890,2021,10.76,2.5
017890,2022,4.92,3.65
017890,2023,4.99,4.4
017900,2015,-5.58,
017900,2016,-0.85,3.34
017900,2017,4.67,5.13
017900,2018,1.43,4.31
017900,2019,-0.87,3.75
017900,2020,-5.22,3.62
017900,2021,3.98,4.02
017900,2022,3.84,3.83
017900,2023,-3.5,4.19
017940,2015,0.76,
017940,2016,0.28,0.34
017940,2017,2.13,0.96
017940,2018,0.3,0.87
017940,2019,2.31,0.99
017940,2020,1.01,0.97
017940,2021,0.11,1.02
017940,2022,3.49,1.43
017940,2023,1.19,1.3
017960,2015,10.53,
017960,2016,10.44,0.06
017960,2017,2.04,4.88
017960,2018,2.72,4.69
017960,2019,9.25,4.25
017960,2020,18.4,6.66
017960,2021,8.9,6.59
017960,2022,6.72,5.76
017960,2023,2.77,5.75
018120,2015,24.43,
018120,2016,24.71,0.2
018120,2017,22.6,1.15
018120,2018,19.01,2.62
018120,2019,18.65,2.9
018120,2020,15.23,3.69
018120,2021,12.56,3.84
018120,2022,3.8,6.21
018120,2023,8.05,5.86
018250,2017,7.91,
018250,2018,11.32,2.41
018250,2019,8.64,1.8
018250,2020,3.8,3.11
018250,2021,4.25,3.15
018250,2022,6.4,3.14
018250,2023,9.26,2.48
018260,2015,7.49,
018260,2016,7.67,0.13
018260,2017,7.87,0.19
018260,2018,8.74,0.55
018260,2019,9.24,0.75
018260,2020,7.91,0.67
018260,2021,5.93,1.26
018260,2022,5.32,1.73
018260,2023,6.09,1.63
018310,2015,15.82,
018310,2016,17.23,1.0
018310,2017,14.51,1.36
018310,2018,23.16,3.82
018310,2019,7.88,5.49
018310,2020,-10.86,13.08
018310,2021,1.77,12.89
018310,2022,20.17,13.89
018310,2023,28.25,15.35
018470,2015,-1.98,
018470,2016,-0.72,0.89
018470,2017,-0.15,0.94
018470,2018,-2.58,1.12
018470,2019,-3.9,1.49
018470,2020,-1.21,1.52
018470,2021,3.91,2.98
018470,2022,2.82,3.41
018470,2023,1.82,3.2
018500,2015,2.98,
018500,2016,2.95,0.02
018500,2017,3.48,0.3
018500,2018,-0.71,1.94
018500,2019,-2.95,2.84
018500,2020,4.41,3.13
018500,2021,-0.32,3.07
018500,2022,3.03,2.98
018500,2023,6.6,3.8
018670,2015,1.32,
018670,2016,3.44,1.5
018670,2017,1.88,1.1
018670,2018,1.5,0.97
018670,2019,3.84,1.16
018670,2020,4.31,1.24
018670,2021,1.62,1.34
018670,2022,4.84,1.56
018670,2023,4.34,1.26
018680,2015,1.51,
018680,2016,-5.59,5.02
018680,2017,-17.52,9.62
018680,2018,-11.27,8.11
018680,2019,6.79,9.72
018680,2020,11.7,12.22
018680,2021,-14.12,13.2
018680,2022,3.47,11.39
018680,2023,2.31,9.74
018880,2015,6.47,
018880,2016,7.41,0.66
018880,2017,8.39,0.96
018880,2018,7.31,0.79
018880,2019,6.76,0.74
018880,2020,4.59,1.41
018880,2021,4.43,1.73
018880,2022,2.97,1.79
018880,2023,2.9,1.57
019010,2015,0.82,
019010,2016,5.33,3.19
019010,2017,1.77,2.38
019010,2018,3.91,2.04
019010,2019,10.25,3.71
019010,2020,7.65,3.29
019010,2021,5.63,3.28
019010,2022,19.16,5.99
019010,2023,14.17,5.4
019170,2015,2.02,
019170,2016,3.93,1.35
019170,2017,4.41,1.26
019170,2018,4.14,1.09
019170,2019,2.95,0.99
019170,2020,3.97,0.55
019170,2021,-7.56,5.14
019170,2022,-16.25,9.09
019170,2023,-23.67,12.01
019180,2015,2.19,
019180,2016,3.56,0.97
019180,2017,3.1,0.7
019180,2018,3.01,0.57
019180,2019,5.35,1.18
019180,2020,2.56,1.08
019180,2021,4.93,1.26
019180,2022,0.24,2.05
019180,2023,7.34,2.74
019210,2015,12.23,
019210,2016,12.48,0.18
019210,2017,15.35,1.73
019210,2018,11.69,1.64
019210,2019,3.08,4.63
019210,2020,-4.23,8.08
019210,2021,9.39,7.73
019210,2022,13.21,7.19
019210,2023,9.89,6.92
019440,2015,5.12,
019440,2016,6.04,0.65
019440,2017,4.8,0.64
019440,2018,2.72,1.4
019440,2019,2.71,1.5
019440,2020,0.13,2.26
019440,2021,3.96,1.77
019440,2022,2.68,1.4
019440,2023,0.88,1.54
019540,2015,6.08,
019540,2016,7.75,1.18
019540,2017,0.35,3.88
019540,2018,0.65,3.77
019540,2019,-7.63,6.03
019540,2020,-4.78,5.89
019540,2021,-2.69,3.5
019540,2022,0.27,3.49
019540,2023,5.64,5.08
019680,2015,5.29,
019680,2016,5.22,0.05
019680,2017,5.6,0.2
019680,2018,3.36,1.02
019680,2019,3.86,0.99
019680,2020,-4.47,4.12
019680,2021,-4.43,4.85
019680,2022,-7.31,5.08
019680,2023,-4.21,4.21
019770,2015,2.24,
019770,2016,2.82,0.41
019770,2017,2.73,0.31
019770,2018,-0.82,1.73
019770,2019,0.22,1.64
019770,2020,4.8,2.24
019770,2021,4.88,2.6
019770,2022,1.71,2.61
019770,2023,4.02,2.07
019990,2015,9.88,
019990,2016,8.04,1.3
019990,2017,1.23,4.56
019990,2018,6.29,3.72
019990,2019,0.94,4.03
019990,2020,1.63,3.3
019990,2021,6.28,2.76
019990,2022,3.85,2.51
019990,2023,-3.27,3.56
020000,2015,10.72,
020000,2016,10.12,0.42
020000,2017,4.48,3.44
020000,2018,7.08,2.89
020000,2019,8.46,2.51
020000,2020,8.53,2.11
020000,2021,10.97,2.37
020000,2022,10.91,1.7
020000,2023,6.57,1.86
020120,2015,1.69,
020120,2016,0.93,0.54
020120,2017,-3.47,2.79
020120,2018,1.36,2.42
020120,2019,2.63,2.37
020120,2020,10.08,4.92
020120,2021,5.81,5.06
020120,2022,2.52,3.54
020120,2023,-3.36,4.93
020150,2015,-6.73,
020150,2016,7.27,9.9
020150,2017,10.91,9.31
020150,2018,9.71,8.16
020150,2019,8.51,7.21
020150,2020,9.47,1.37
020150,2021,10.15,0.88
020150,2022,11.62,1.14
020150,2023,1.46,3.96
020180,2015,0.91,
020180,2016,0.88,0.02
020180,2017,1.04,0.09
020180,2018,-0.88,0.91
020180,2019,0.86,0.81
020180,2020,1.2,0.85
020180,2021,1.21,0.89
020180,2022,1.26,0.91
020180,2023,1.83,0.35
020400,2015,3.46,
020400,2016,1.02,1.73
020400,2017,2.15,1.22
020400,2018,2.36,1.0
020400,2019,3.69,1.08
020400,2020,2.65,0.96
020400,2021,1.96,0.68
020400,2022,1.59,0.8
020400,2023,0.98,1.04
020710,2015,-0.17,
020710,2016,-10.59,7.37
020710,2017,8.58,9.6
020710,2018,-6.47,8.35
020710,2019,6.69,8.24
020710,2020,4.65,8.55
020710,2021,-1.03,6.17
020710,2022,-5.19,5.83
020710,2023,4.16,4.86
020760,2015,-4.2,
020760,2016,-17.67,9.52
020760,2017,7.85,12.77
020760,2018,0.09,10.69
020760,2019,-32.18,15.83
020760,2020,-45.59,22.12
020760,2021,-34.95,23.46
020760,2022,0.85,21.43
020760,2023,-14.66,18.37
021050,2015,-4.29,
021050,2016,5.1,6.64
021050,2017,4.99,5.39
021050,2018,3.33,4.46
021050,2019,3.09,3.88
021050,2020,3.38,0.98
021050,2021,5.78,1.2
021050,2022,0.06,2.03
021050,2023,0.19,2.41
021080,2015,54.58,
021080,2016,50.39,2.96
021080,2017,48.96,2.92
021080,2018,46.86,3.26
021080,2019,39.78,5.45
021080,2020,53.43,5.12
021080,2021,70.75,11.6
021080,2022,34.81,14.0
021080,2023,18.25,19.8
021240,2015,20.01,
021240,2016,14.26,4.07
021240,2017,18.78,3.03
021240,2018,19.2,2.59
021240,2019,15.18,2.58
021240,2020,18.73,2.32
021240,2021,17.47,1.64
021240,2022,17.57,1.56
021240,2023,18.44,1.39
021320,2015,-9.65,
021320,2016,3.14,9.04
021320,2017,5.42,8.12
021320,2018,4.49,7.06
021320,2019,3.58,6.24
021320,2020,4.93,0.94
021320,2021,2.34,1.22
021320,2022,-0.06,2.0
021320,2023,0.95,2.0
021650,2015,3.76,
021650,2016,2.5,0.89
021650,2017,2.6,0.7
021650,2018,1.93,0.77
021650,2019,3.8,0.83
021650,2020,6.91,2.0
021650,2021,5.29,2.02
021650,2022,4.31,1.84
021650,2023,4.22,1.25
021820,2015,16.4,
021820,2016,15.57,0.59
021820,2017,-4.08,11.59
021820,2018,-9.58,13.37
021820,2019,-13.71,14.17
021820,2020,-5.43,11.28
021820,2021,0.11,5.3
021820,2022,-9.5,5.22
021820,2023,7.56,8.32
022100,2015,1.66,
022100,2016,6.03,3.09
022100,2017,5.9,2.49
022100,2018,4.54,2.03
022100,2019,4.96,1.77
022100,2020,2.71,1.34
022100,2021,-2.24,3.24
022100,2022,5.61,3.18
022100,2023,7.44,3.72
023000,2015,6.87,
023000,2016,5.94,0.66
023000,2017,4.55,1.17
023000,2018,4.58,1.13
023000,2019,4.01,1.18
023000,2020,4.06,0.78
023000,2021,3.18,0.57
023000,2022,4.54,0.56
023000,2023,4.6,0.57
023150,2015,22.01,
023150,2016,24.28,1.61
023150,2017,15.62,4.49
023150,2018,1.69,10.16
023150,2019,9.68,9.23
023150,2020,16.67,8.44
023150,2021,22.86,8.0
023150,2022,19.8,8.51
023150,2023,17.93,4.9
023160,2015,6.52,
023160,2016,1.5,3.55
023160,2017,2.44,2.67
023160,2018,2.54,2.23
023160,2019,1.52,2.08
023160,2020,-1.65,1.7
023160,2021,7.31,3.21
023160,2022,18.16,7.73
023160,2023,18.5,9.3
023350,2015,1.91,
023350,2016,2.13,0.16
023350,2017,-3.63,3.26
023350,2018,-3.27,3.16
023350,2019,-0.96,2.74
023350,2020,1.59,2.67
023350,2021,2.67,2.82
023350,2022,1.91,2.46
023350,2023,1.06,1.37
023410,2015,6.09,
023410,2016,9.0,2.06
023410,2017,8.28,1.52
023410,2018,9.02,1.38
023410,2019,8.78,1.24
023410,2020,9.18,0.35
023410,2021,4.12,2.13
023410,2022,3.89,2.74
023410,2023,5.73,2.52
023450,2015,5.01,
023450,2016,7.73,1.92
023450,2017,0.65,3.57
023450,2018,5.73,2.98
023450,2019,7.8,2.92
023450,2020,10.8,3.76
023450,2021,9.3,3.94
023450,2022,6.96,1.98
023450,2023,4.84,2.27
023460,2015,2.99,
023460,2016,6.09,2.19
023460,2017,2.28,2.03
023460,2018,2.77,1.73
023460,2019,12.56,4.31
023460,2020,18.01,6.78
023460,2021,-0.61,7.91
023460,2022,-17.81,13.81
023460,2023,-5.02,14.27
023530,2015,2.93,
023530,2016,3.18,0.18
023530,2017,2.91,0.15
023530,2018,3.35,0.21
023530,2019,2.43,0.35
023530,2020,2.14,0.51
023530,2021,1.33,0.77
023530,2022,2.5,0.73
023530,2023,3.49,0.78
023590,2015,24.82,
023590,2016,21.97,2.02
023590,2017,24.53,1.57
023590,2018,14.66,4.73
023590,2019,17.49,4.47
023590,2020,19.66,3.83
023590,2021,20.65,3.68
023590,2022,7.8,5.15
023590,2023,6.49,6.75
023600,2015,4.08,
023600,2016,5.32,0.88
023600,2017,2.37,1.48
023600,2018,14.34,5.35
023600,2019,12.44,5.33
023600,2020,11.62,5.11
023600,2021,13.15,4.81
023600,2022,11.61,1.15
023600,2023,12.12,0.64
023770,2015,19.52,
023770,2016,19.77,0.18
023770,2017,9.1,6.09
023770,2018,-16.19,16.91
023770,2019,24.25,16.34
023770,2020,31.75,18.63
023770,2021,3.58,18.73
023770,2022,-49.53,32.85
023770,2023,-23.28,33.8
023800,2015,2.76,
023800,2016,2.94,0.13
023800,2017,0.92,1.12
023800,2018,2.2,0.91
023800,2019,1.13,0.93
023800,2020,-0.63,1.36
023800,2021,0.42,1.03
023800,2022,2.99,1.43
023800,2023,3.3,1.68
023810,2015,4.15,
023810,2016,4.61,0.33
023810,2017,-1.02,3.13
023810,2018,0.91,2.69
023810,2019,-0.12,2.54
023810,2020,3.37,2.37
023810,2021,2.92,1.9
023810,2022,4.06,1.76
023810,2023,4.33,1.78
023900,2015,10.19,
023900,2016,11.9,1.21
023900,2017,10.52,0.91
023900,2018,11.15,0.75
023900,2019,8.67,1.21
023900,2020,9.46,1.29
023900,2021,5.67,2.14
023900,2022,2.45,3.44
023900,2023,6.93,2.77
023910,2015,15.04,
023910,2016,15.58,0.38
023910,2017,22.33,4.06
023910,2018,22.82,4.2
023910,2019,19.93,3.67
023910,2020,18.04,3.02
023910,2021,16.95,2.58
023910,2022,17.89,2.33
023910,2023,18.27,1.08
024060,2015,0.3,
024060,2016,0.67,0.26
024060,2017,0.48,0.19
024060,2018,0.66,0.18
024060,2019,0.33,0.18
024060,2020,-0.43,0.45
024060,2021,-0.02,0.43
024060,2022,0.93,0.54
024060,2023,0.07,0.5
024070,2015,1.52,
024070,2016,1.1,0.3
024070,2017,0.29,0.63
024070,2018,-0.31,0.82
024070,2019,0.72,0.71
024070,2020,-1.68,1.09
024070,2021,-0.03,0.91
024070,2022,0.59,0.96
024070,2023,-2.54,1.45
024090,2015,5.89,
024090,2016,15.12,6.53
024090,2017,12.39,4.74
024090,2018,6.95,4.4
024090,2019,12.06,3.91
024090,2020,8.9,3.19
024090,2021,13.91,2.84
024090,2022,10.18,2.71
024090,2023,4.15,3.7
024120,2015,6.72,
024120,2016,11.07,3.08
