종목코드,연도,영업이익률,영업이익률 표준편차
054540,2023,6.26,3.74
054620,2015,4.14,
054620,2016,5.82,1.19
054620,2017,0.29,2.84
054620,2018,-12.72,8.39
054620,2019,-45.7,21.43
054620,2020,-42.91,24.04
054620,2021,-10.06,20.76
054620,2022,-37.41,17.06
054620,2023,-45.32,15.03
054670,2015,11.12,
054670,2016,10.55,0.4
054670,2017,10.02,0.55
054670,2018,16.75,3.13
054670,2019,15.44,3.09
054670,2020,16.61,3.32
054670,2021,16.03,2.82
054670,2022,13.93,1.14
054670,2023,9.21,2.99
054800,2015,10.09,
054800,2016,7.09,2.12
054800,2017,7.36,1.66
054800,2018,9.84,1.59
054800,2019,9.19,1.4
054800,2020,3.57,2.45
054800,2021,3.55,3.01
054800,2022,10.79,3.54
054800,2023,5.97,3.28
054930,2015,0.28,
054930,2016,0.89,0.43
054930,2017,0.69,0.31
054930,2018,-5.15,2.9
054930,2019,-5.77,3.34
054930,2020,1.22,3.51
054930,2021,3.05,4.0
054930,2022,6.88,5.43
054930,2023,5.37,4.93
054950,2015,7.31,
054950,2016,15.07,5.49
054950,2017,17.65,5.38
054950,2018,12.83,4.4
054950,2019,9.5,4.16
054950,2020,13.61,2.99
054950,2021,10.79,3.13
054950,2022,15.49,2.36
054950,2023,18.95,3.77
055490,2017,12.44,
055490,2018,8.18,3.01
055490,2019,7.35,2.73
055490,2020,11.65,2.51
055490,2021,13.72,2.77
055490,2022,13.96,3.08
055490,2023,4.54,4.15
056190,2015,11.03,
056190,2016,9.15,1.33
056190,2017,12.29,1.58
056190,2018,15.02,2.46
056190,2019,13.58,2.27
056190,2020,10.79,2.3
056190,2021,12.07,1.61
056190,2022,9.55,2.17
056190,2023,4.54,3.45
056360,2015,10.35,
056360,2016,8.84,1.07
056360,2017,11.09,1.15
056360,2018,-1.53,5.89
056360,2019,10.36,5.29
056360,2020,3.96,5.3
056360,2021,6.63,5.15
056360,2022,0.33,4.78
056360,2023,-3.12,5.26
056700,2015,2.77,
056700,2016,3.32,0.39
056700,2017,1.27,1.06
056700,2018,-1.39,2.11
056700,2019,6.42,2.86
056700,2020,3.18,2.88
056700,2021,0.82,2.93
056700,2022,-1.38,3.32
056700,2023,-8.76,5.71
057030,2015,0.57,
057030,2016,-5.07,3.99
057030,2017,1.81,3.67
057030,2018,1.61,3.25
057030,2019,4.37,3.49
057030,2020,-2.29,3.74
057030,2021,6.23,3.22
057030,2022,7.64,3.95
057030,2023,8.47,4.3
057050,2015,11.67,
057050,2016,11.48,0.13
057050,2017,12.01,0.27
057050,2018,11.04,0.4
057050,2019,6.33,2.36
057050,2020,7.24,2.63
057050,2021,5.81,2.84
057050,2022,5.26,2.3
057050,2023,2.9,1.63
058110,2015,-4.8,
058110,2016,-18.67,9.81
058110,2017,-11.89,6.94
058110,2018,-20.93,7.28
058110,2019,-1.64,8.4
058110,2020,44.59,26.95
058110,2021,21.59,26.62
058110,2022,-6.15,25.75
058110,2023,-104.62,57.04
058400,2015,13.15,
058400,2016,9.6,2.51
058400,2017,13.14,2.05
058400,2018,12.17,1.67
058400,2019,10.47,1.61
058400,2020,10.83,1.41
058400,2021,15.2,1.91
058400,2022,10.22,2.06
058400,2023,9.22,2.32
058430,2015,2.89,
058430,2016,5.15,1.6
058430,2017,2.67,1.37
058430,2018,1.89,1.4
058430,2019,1.09,1.52
058430,2020,1.87,1.57
058430,2021,10.63,3.95
058430,2022,3.18,3.93
058430,2023,2.64,3.85
058450,2015,5.58,
058450,2016,3.5,1.47
058450,2017,-7.26,6.89
058450,2018,-14.62,9.47
058450,2019,-13.69,9.45
058450,2020,-24.4,10.29
058450,2021,2.76,10.03
058450,2022,-48.88,18.97
058450,2023,-58.0,24.99
058470,2015,36.2,
058470,2016,34.86,0.95
058470,2017,34.74,0.81
058470,2018,34.05,0.9
058470,2019,37.66,1.44
058470,2020,38.68,2.04
058470,2021,41.8,3.14
058470,2022,42.38,3.38
058470,2023,44.75,2.88
058610,2015,5.73,
058610,2016,4.03,1.2
058610,2017,2.15,1.79
058610,2018,3.96,1.46
058610,2019,3.27,1.3
058610,2020,5.1,1.09
058610,2021,5.65,1.4
058610,2022,5.78,1.1
058610,2023,4.06,1.08
058630,2015,27.56,
058630,2016,13.78,9.74
058630,2017,17.67,7.1
058630,2018,13.35,6.61
058630,2019,19.26,5.74
058630,2020,24.99,4.74
058630,2021,33.0,7.59
058630,2022,40.93,10.93
058630,2023,26.11,8.33
058650,2015,7.1,
058650,2016,5.82,0.91
058650,2017,5.73,0.77
058650,2018,2.27,2.07
058650,2019,1.82,2.35
058650,2020,0.31,2.47
058650,2021,5.13,2.3
058650,2022,2.91,1.76
058650,2023,3.13,1.78
058730,2015,7.66,
058730,2016,10.08,1.71
058730,2017,9.43,1.25
058730,2018,8.07,1.14
058730,2019,1.42,3.45
058730,2020,-3.21,5.81
058730,2021,1.19,5.26
058730,2022,3.05,4.06
058730,2023,5.95,3.33
058850,2015,1.53,
058850,2016,0.92,0.43
058850,2017,1.05,0.32
058850,2018,1.23,0.26
058850,2019,1.2,0.23
058850,2020,1.92,0.39
058850,2021,2.18,0.5
058850,2022,2.36,0.54
058850,2023,1.81,0.44
058860,2015,1.35,
058860,2016,3.02,1.18
058860,2017,2.53,0.86
058860,2018,2.0,0.72
058860,2019,3.05,0.72
058860,2020,1.98,0.52
058860,2021,3.08,0.54
058860,2022,3.65,0.74
058860,2023,3.46,0.65
059090,2015,9.49,
059090,2016,13.22,2.64
059090,2017,15.83,3.19
059090,2018,19.95,4.4
059090,2019,16.19,3.88
059090,2020,15.42,2.43
059090,2021,19.06,2.06
059090,2022,15.49,2.13
059090,2023,5.45,5.18
059100,2015,12.72,
059100,2016,10.19,1.79
059100,2017,-16.67,16.29
059100,2018,-13.31,15.36
059100,2019,-5.32,13.4
059100,2020,5.97,11.72
059100,2021,5.67,10.48
059100,2022,8.31,9.25
059100,2023,-7.86,7.38
059120,2015,6.98,
059120,2016,5.85,0.8
059120,2017,25.33,10.94
059120,2018,18.76,9.43
059120,2019,9.61,8.42
059120,2020,2.91,9.33
059120,2021,12.39,8.6
059120,2022,5.77,6.14
059120,2023,-3.67,6.23
059210,2015,10.42,
059210,2016,6.11,3.05
059210,2017,3.57,3.46
059210,2018,-3.6,5.88
059210,2019,9.69,5.66
059210,2020,4.23,4.87
059210,2021,8.41,5.21
059210,2022,7.74,5.37
059210,2023,12.93,3.15
060250,2015,5.59,
060250,2016,4.23,0.96
060250,2017,5.09,0.69
060250,2018,5.03,0.56
060250,2019,6.83,0.96
060250,2020,6.37,1.06
060250,2021,5.79,0.79
060250,2022,5.37,0.73
060250,2023,4.32,0.97
060370,2016,9.61,
060370,2017,12.84,2.28
060370,2018,-8.53,11.52
060370,2019,1.79,9.51
060370,2020,-7.93,9.8
060370,2021,-17.18,11.47
060370,2022,-15.44,7.5
060370,2023,18.49,14.66
060380,2015,1.31,
060380,2016,2.56,0.88
060380,2017,1.54,0.67
060380,2018,0.92,0.7
060380,2019,1.3,0.62
060380,2020,2.46,0.72
060380,2021,9.4,3.55
060380,2022,2.91,3.45
060380,2023,2.84,3.21
060480,2015,2.94,
060480,2016,2.57,0.26
060480,2017,11.71,5.17
060480,2018,4.06,4.31
060480,2019,-0.55,4.56
060480,2020,-0.56,5.04
060480,2021,3.38,5.01
060480,2022,1.43,2.15
060480,2023,-11.16,5.65
060540,2015,10.58,
060540,2016,6.15,3.13
060540,2017,8.27,2.22
060540,2018,5.48,2.3
060540,2019,7.13,2.01
060540,2020,4.96,1.32
060540,2021,4.33,1.63
060540,2022,6.36,1.11
060540,2023,3.1,1.6
060560,2015,1.81,
060560,2016,0.07,1.23
060560,2017,0.65,0.89
060560,2018,-2.06,1.62
060560,2019,0.96,1.45
060560,2020,2.57,1.68
060560,2021,5.1,2.64
060560,2022,5.47,3.11
060560,2023,9.29,3.18
060720,2015,4.22,
060720,2016,-4.06,5.85
060720,2017,-8.96,6.66
060720,2018,-9.0,6.23
060720,2019,3.43,6.44
060720,2020,1.91,5.86
060720,2021,7.92,7.66
060720,2022,8.94,7.15
060720,2023,9.24,3.38
060850,2020,9.71,
060850,2021,9.09,0.44
060850,2022,11.15,1.06
060850,2023,5.21,2.54
060980,2015,10.76,
060980,2016,11.58,0.58
060980,2017,6.8,2.56
060980,2018,6.49,2.64
060980,2019,9.45,2.3
060980,2020,12.33,2.67
060980,2021,13.44,3.15
060980,2022,6.72,3.17
060980,2023,7.17,3.01
061040,2015,2.23,
061040,2016,2.79,0.4
061040,2017,3.61,0.69
061040,2018,2.4,0.61
061040,2019,4.62,0.99
061040,2020,3.78,0.87
061040,2021,3.78,0.8
061040,2022,5.81,1.25
061040,2023,1.6,1.54
061250,2015,1.56,
061250,2016,2.26,0.49
061250,2017,5.23,1.95
061250,2018,6.74,2.45
061250,2019,3.77,2.12
061250,2020,3.71,1.7
061250,2021,3.99,1.3
061250,2022,3.61,1.34
061250,2023,1.67,0.95
061970,2015,9.48,
061970,2016,11.58,1.48
061970,2017,7.78,1.9
061970,2018,9.96,1.56
061970,2019,12.92,1.98
061970,2020,9.66,1.96
061970,2021,8.91,1.91
061970,2022,10.83,1.54
061970,2023,-3.05,6.28
063160,2015,7.54,
063160,2016,10.28,1.94
063160,2017,7.64,1.55
063160,2018,5.63,1.91
063160,2019,11.23,2.26
063160,2020,6.11,2.49
063160,2021,-8.04,7.35
063160,2022,-9.49,9.27
063160,2023,-12.57,10.53
063170,2015,27.55,
063170,2016,18.98,6.06
063170,2017,11.78,7.89
063170,2018,14.12,6.97
063170,2019,-10.26,14.05
063170,2020,-1.43,12.1
063170,2021,24.97,13.8
063170,2022,13.98,13.99
063570,2015,8.05,
063570,2016,7.18,0.62
063570,2017,8.74,0.78
063570,2018,8.46,0.68
063570,2019,5.67,1.24
063570,2020,4.34,1.87
063570,2021,5.99,1.9
063570,2022,6.54,1.5
063570,2023,7.66,1.21
063760,2017,39.81,
063760,2018,29.81,7.07
063760,2019,8.32,16.09
063760,2020,9.45,15.52
063760,2021,-11.58,20.1
063760,2022,-13.64,17.8
063760,2023,-26.31,15.35
064290,2015,1.94,
064290,2016,-21.25,16.4
064290,2017,0.12,12.9
064290,2018,-51.64,24.95
064290,2019,11.61,25.28
064290,2020,12.48,27.09
064290,2021,23.01,29.51
064290,2022,16.29,30.51
064290,2023,-14.83,14.44
064350,2015,-5.83,
064350,2016,3.56,6.64
064350,2017,1.67,4.97
064350,2018,-8.13,5.67
064350,2019,-11.38,6.41
064350,2020,2.95,6.97
064350,2021,2.79,6.81
064350,2022,4.66,7.37
064350,2023,5.86,7.02
064480,2015,11.88,
064480,2016,14.77,2.04
064480,2017,-15.71,16.83
064480,2018,1.57,13.78
064480,2019,-11.05,13.51
064480,2020,3.87,12.21
064480,2021,5.77,9.63
064480,2022,6.65,7.21
064480,2023,7.77,7.76
064760,2015,25.98,
064760,2016,30.67,3.32
064760,2017,36.63,5.34
064760,2018,34.64,4.71
064760,2019,34.53,4.23
064760,2020,35.17,2.21
064760,2021,38.19,1.56
064760,2022,39.75,2.37
064760,2023,29.43,3.97
064800,2015,-2.35,
064800,2016,-5.07,1.92
064800,2017,12.02,9.18
064800,2018,-0.52,7.57
064800,2019,6.18,6.95
064800,2020,3.96,6.51
064800,2021,1.58,4.83
064800,2022,-1.25,3.1
064800,2023,-13.06,7.54
064820,2015,-17.54,
064820,2016,5.01,15.95
064820,2017,7.64,13.84
064820,2018,5.64,11.87
064820,2019,4.71,10.48
064820,2020,6.05,1.15
064820,2021,11.08,2.5
064820,2022,0.39,3.81
064820,2023,6.93,3.86
064850,2017,11.59,
064850,2018,15.69,2.9
064850,2019,13.07,2.08
064850,2020,20.87,4.08
064850,2021,20.02,4.11
064850,2022,21.36,3.64
064850,2023,20.52,3.44
064960,2015,10.17,
064960,2016,6.21,2.8
064960,2017,8.5,1.99
064960,2018,5.32,2.2
064960,2019,9.14,2.03
064960,2020,9.5,1.86
064960,2021,9.73,1.8
064960,2022,10.71,2.07
064960,2023,10.26,0.62
065130,2015,12.03,
065130,2016,11.17,0.61
065130,2017,8.59,1.79
065130,2018,3.7,3.75
065130,2019,5.41,3.59
065130,2020,-1.53,4.86
065130,2021,-1.89,4.52
065130,2022,-3.04,3.77
065130,2023,2.28,3.51
065350,2015,2.55,
065350,2016,3.07,0.37
065350,2017,3.85,0.65
065350,2018,2.9,0.55
065350,2019,2.28,0.6
065350,2020,3.01,0.56
065350,2021,5.96,1.43
065350,2022,4.04,1.44
065350,2023,3.58,1.39
065370,2019,14.77,
065370,2020,14.81,0.03
065370,2021,17.06,1.31
065370,2022,3.44,6.15
065370,2023,-10.38,11.54
065450,2015,3.79,
065450,2016,-2.32,4.32
065450,2017,-3.88,4.05
065450,2018,3.07,3.83
065450,2019,5.33,4.05
065450,2020,4.7,4.21
065450,2021,6.96,4.21
065450,2022,2.22,1.87
065450,2023,-7.9,5.93
065510,2015,14.47,
065510,2016,18.58,2.91
065510,2017,12.94,2.92
065510,2018,10.56,3.37
065510,2019,13.32,2.94
065510,2020,9.79,3.45
065510,2021,10.18,1.65
065510,2022,17.35,3.18
065510,2023,13.91,3.09
065530,2015,9.77,
065530,2016,10.64,0.62
065530,2017,6.69,2.08
065530,2018,3.13,3.4
065530,2019,4.02,3.35
065530,2020,4.98,2.96
065530,2021,4.69,1.32
065530,2022,5.3,0.86
065530,2023,3.97,0.59
065570,2015,14.19,
065570,2016,22.3,5.73
065570,2017,13.71,4.83
065570,2018,2.61,8.09
065570,2019,-6.65,11.31
065570,2020,-7.45,12.96
065570,2021,2.84,8.62
065570,2022,-63.15,27.71
065570,2023,-18.37,26.04
065680,2015,7.7,
065680,2016,8.73,0.73
065680,2017,4.51,2.2
065680,2018,0.39,3.75
065680,2019,8.31,3.51
065680,2020,8.85,3.69
065680,2021,11.84,4.42
065680,2022,9.51,4.34
065680,2023,5.01,2.47
065690,2015,3.96,
065690,2016,6.57,1.85
065690,2017,-1.27,3.99
065690,2018,2.2,3.29
065690,2019,-4.1,4.22
065690,2020,-2.87,4.32
065690,2021,1.28,2.67
065690,2022,-20.78,9.29
065690,2023,-14.99,9.21
065710,2015,6.34,
065710,2016,13.25,4.89
065710,2017,29.08,11.66
065710,2018,20.97,9.81
065710,2019,18.87,8.52
065710,2020,17.22,5.87
065710,2021,19.96,4.61
065710,2022,20.72,1.54
065710,2023,19.62,1.33
065950,2015,2.42,
065950,2016,0.11,1.63
065950,2017,1.02,1.16
065950,2018,2.56,1.17
065950,2019,0.72,1.08
065950,2020,6.0,2.37
065950,2021,3.4,2.13
065950,2022,1.41,2.06
065950,2023,1.14,2.19
066130,2015,5.48,
066130,2016,4.98,0.35
066130,2017,5.15,0.25
066130,2018,1.21,2.01
066130,2019,2.22,1.95
066130,2020,6.35,2.17
066130,2021,7.29,2.63
066130,2022,5.02,2.62
066130,2023,4.06,1.98
066310,2015,5.5,
066310,2016,4.06,1.02
066310,2017,4.72,0.72
066310,2018,-5.6,5.21
066310,2019,1.84,4.52
066310,2020,1.87,4.11
066310,2021,9.21,5.39
066310,2022,8.13,5.95
066310,2023,-22.71,12.97
066360,2017,6.8,
066360,2018,-0.17,4.93
066360,2019,-4.79,5.83
066360,2020,-8.49,6.59
066360,2021,0.57,5.79
066360,2022,4.09,4.92
066360,2023,5.27,5.87
066570,2015,2.11,
066570,2016,2.42,0.22
066570,2017,4.02,1.03
066570,2018,4.41,1.14
066570,2019,3.91,1.04
066570,2020,5.05,0.97
066570,2021,5.17,0.58
066570,2022,4.25,0.54
066570,2023,4.21,0.56
066590,2015,1.75,
066590,2016,1.88,0.09
066590,2017,1.21,0.36
066590,2018,1.88,0.32
066590,2019,1.14,0.37
066590,2020,-2.67,1.91
066590,2021,-0.23,1.81
066590,2022,0.47,1.74
066590,2023,2.41,1.89
066620,2015,6.64,
066620,2016,5.22,1.0
066620,2017,8.58,1.69
066620,2018,6.48,1.39
066620,2019,4.3,1.62
066620,2020,8.93,2.03
066620,2021,7.97,1.9
066620,2022,7.6,1.77
066620,2023,8.08,1.79
066670,2015,4.6,
066670,2016,5.05,0.32
066670,2017,9.83,2.9
066670,2018,6.24,2.37
066670,2019,15.07,4.38
066670,2020,9.3,3.9
066670,2021,2.64,4.61
066670,2022,4.46,4.87
066670,2023,5.76,4.91
066970,2015,-0.83,
066970,2016,5.55,4.51
066970,2017,7.29,4.28
066970,2018,5.34,3.55
066970,2019,-2.45,4.32
066970,2020,0.41,4.08
066970,2021,4.56,3.96
066970,2022,6.85,3.84
066970,2023,-4.79,4.81
067010,2015,7.63,
067010,2016,6.79,0.59
067010,2018,4.13,1.83
067010,2019,2.23,2.48
067010,2020,4.98,1.89
067010,2021,6.35,1.72
067010,2022,6.23,1.7
067010,2023,4.21,1.69
067080,2015,4.02,
067080,2016,3.74,0.2
067080,2017,6.84,1.71
067080,2018,4.72,1.4
067080,2019,5.43,1.24
067080,2020,3.61,1.33
067080,2021,2.8,1.57
067080,2022,4.43,1.02
067080,2023,1.39,1.54
067160,2015,12.14,
067160,2016,20.07,5.61
067160,2017,19.38,4.39
067160,2018,21.42,4.16
067160,2019,21.88,3.95
067160,2020,25.65,2.44
067160,2021,32.62,5.23
067160,2022,26.17,4.5
067160,2023,25.98,3.87
067170,2015,2.02,
067170,2016,3.95,1.36
067170,2017,4.41,1.27
067170,2018,3.25,1.04
067170,2019,3.21,0.91
067170,2020,1.01,1.31
067170,2021,0.63,1.61
067170,2022,-1.87,2.12
067170,2023,-1.02,1.97
067280,2015,8.81,
067280,2016,9.56,0.53
067290,2015,7.78,
067290,2016,8.01,0.16
067290,2017,-4.12,6.94
067290,2018,0.63,5.89
067290,2019,1.12,5.18
067290,2020,-0.53,4.41
067290,2021,3.39,2.75
067290,2022,4.17,1.96
067290,2023,5.4,2.39
067310,2015,5.73,
067310,2016,-7.12,9.09
067310,2017,11.22,9.41
067310,2018,11.13,8.63
067310,2019,9.08,7.67
067310,2020,9.46,7.82
067310,2021,15.64,2.61
067310,2022,11.58,2.61
067310,2023,5.98,3.57
067370,2022,2.57,
067370,2023,42.24,28.05
067570,2015,2.87,
067570,2016,3.78,0.64
067570,2017,2.06,0.86
067570,2018,0.49,1.4
067570,2019,3.26,1.28
067570,2020,2.94,1.29
067570,2021,4.0,1.35
067570,2022,4.32,1.51
067570,2023,4.59,0.7
067730,2015,1.45,
067730,2016,1.42,0.02
067730,2017,1.54,0.06
067730,2018,1.81,0.18
067730,2019,1.3,0.19
067730,2020,1.24,0.23
067730,2021,3.08,0.75
067730,2022,0.42,0.98
067730,2023,1.5,0.97
067830,2015,18.96,
067830,2016,20.16,0.85
067830,2017,20.29,0.73
067830,2018,19.5,0.62
067830,2019,18.55,0.75
067830,2020,10.84,3.99
067830,2021,9.02,5.29
067830,2022,7.72,5.51
067830,2023,8.92,4.36
067900,2015,15.62,
067900,2016,16.11,0.35
067900,2017,16.65,0.52
067900,2018,19.63,1.8
067900,2019,26.52,4.53
067900,2020,29.89,6.15
067900,2021,29.0,5.89
067900,2022,27.06,4.04
067900,2023,26.46,1.56
067920,2015,-5.06,
067920,2016,4.73,6.92
067990,2015,0.73,
067990,2016,-0.29,0.72
067990,2017,1.23,0.77
067990,2018,4.78,2.2
067990,2019,6.86,3.03
067990,2020,3.09,2.83
067990,2021,3.31,2.1
067990,2022,3.31,1.6
067990,2023,1.95,1.85
068240,2015,11.85,
068240,2016,12.45,0.42
068240,2017,7.92,2.46
068240,2018,6.75,2.83
068240,2019,4.72,3.33
068240,2020,6.62,2.9
068240,2021,-4.9,5.23
068240,2022,-76.14,35.85
068240,2023,5.39,35.67
068270,2015,42.91,
068270,2016,32.99,7.01
068270,2017,52.64,9.83
068270,2018,32.9,9.44
068270,2019,33.81,8.68
068270,2020,38.86,8.42
068270,2021,39.59,7.89
068270,2022,28.34,4.63
068270,2023,29.93,5.09
068290,2015,5.48,
068290,2016,7.49,1.42
068290,2017,6.23,1.02
068290,2018,1.78,2.45
068290,2019,2.37,2.48
068290,2020,-2.7,4.03
068290,2021,4.27,3.34
068290,2022,-1.74,2.92
068290,2023,-3.14,3.31
068330,2015,20.46,
068330,2016,22.53,1.46
068330,2017,18.24,2.15
068330,2018,19.74,1.78
068330,2019,26.56,3.22
068330,2020,26.67,3.85
068330,2021,30.1,5.05
068330,2022,25.15,3.77
068330,2023,37.81,5.12
068790,2015,8.94,
068790,2016,13.43,3.17
068790,2017,6.19,3.65
068790,2018,10.16,3.0
068790,2019,11.57,2.73
068790,2020,14.9,3.35
068790,2021,14.2,3.49
068790,2022,16.89,2.68
068790,2023,17.58,2.38
068930,2015,9.92,
068930,2016,9.46,0.33
068930,2017,11.14,0.87
068930,2018,11.79,1.08
068930,2019,15.0,2.19
068930,2020,9.57,2.25
068930,2021,12.82,2.02
068930,2022,13.46,2.02
068930,2023,11.83,2.02
069080,2015,30.85,
069080,2016,25.99,3.44
069080,2017,26.47,2.68
069080,2018,31.46,2.86
069080,2019,29.42,2.5
069080,2020,36.81,4.4
069080,2021,36.17,4.42
069080,2022,34.28,3.14
069080,2023,25.42,4.87
069260,2015,7.26,
069260,2016,12.85,3.95
069260,2017,21.32,7.08
069260,2018,18.25,6.19
069260,2019,16.12,5.39
069260,2020,16.05,3.13
069260,2021,10.84,3.83
069260,2022,9.48,3.78
069260,2023,11.52,3.09
069510,2015,5.88,
069510,2016,5.93,0.04
069510,2017,5.33,0.33
069510,2018,5.88,0.28
069510,2019,5.17,0.36
069510,2020,4.26,0.68
069510,2021,-13.89,8.54
069510,2022,1.86,8.27
069510,2023,5.92,8.28
069620,2015,5.19,
069620,2016,2.93,1.6
069620,2017,4.06,1.13
069620,2018,2.38,1.25
069620,2019,4.01,1.09
069620,2020,1.61,1.06
069620,2021,7.71,2.35
069620,2022,7.48,2.84
069620,2023,8.91,3.03
069640,2015,1.88,
069640,2016,3.22,0.95
069640,2017,2.9,0.7
069640,2018,0.74,1.12
069640,2019,-7.77,4.56
069640,2020,-8.57,5.81
069640,2021,-5.82,5.2
069640,2022,-7.78,3.82
069640,2023,-1.33,2.93
069730,2015,5.53,
069730,2016,4.44,0.77
069730,2017,1.4,2.14
069730,2018,3.37,1.76
069730,2019,2.72,1.58
069730,2020,2.01,1.18
069730,2021,2.07,0.75
069730,2022,10.08,3.42
069730,2023,11.03,4.56
069960,2015,21.9,
069960,2016,20.92,0.69
069960,2017,21.3,0.49
069960,2018,19.15,1.18
069960,2019,13.29,3.52
069960,2020,5.98,6.52
069960,2021,7.4,6.83
069960,2022,6.4,5.69
069960,2023,7.21,2.98
070300,2015,3.19,
070300,2016,-18.97,15.67
070300,2017,-12.4,11.38
070300,2018,-11.1,9.33
070300,2019,3.65,10.08
070300,2020,-5.36,8.49
070300,2021,4.17,7.87
070300,2022,3.16,6.83
070300,2023,-0.34,4.0
070590,2015,6.07,
070590,2016,6.1,0.02
070590,2017,-3.56,5.57
070590,2018,0.3,4.72
070590,2019,-1.72,4.46
070590,2020,-10.5,6.03
070590,2021,-0.41,4.35
070590,2022,-6.72,4.64
070590,2023,-14.47,5.9
070960,2016,14.42,
070960,2017,15.98,1.1
070960,2018,13.54,1.24
070960,2019,-3.19,8.98
070960,2020,-5.46,10.46
070960,2021,13.0,10.23
070960,2022,1.08,8.97
070960,2023,10.11,8.13
071090,2015,-5.39,
071090,2016,4.75,7.17
071090,2017,5.17,5.98
071090,2018,-3.05,5.39
071090,2019,0.52,4.67
071090,2020,0.18,3.44
071090,2021,6.47,3.9
071090,2022,5.33,3.94
071090,2023,1.32,2.92
071280,2015,4.61,
071280,2016,4.61,0.0
071280,2017,0.62,2.3
071280,2018,-1.41,3.01
071280,2019,5.34,2.98
071280,2020,5.14,3.07
071280,2021,12.09,5.21
071280,2022,18.29,7.52
071280,2023,11.33,5.46
071320,2015,10.49,
071320,2016,9.4,0.77
071320,2017,6.53,2.05
071320,2018,0.58,4.44
071320,2019,1.78,4.44
071320,2020,6.33,3.65
071320,2021,1.56,2.84
071320,2022,-9.68,5.91
071320,2023,7.96,6.89
071460,2016,1.49,
071460,2017,1.36,0.09
071460,2018,-0.22,0.95
071460,2019,2.75,1.22
071460,2020,5.68,2.21
071460,2021,4.07,2.3
071460,2022,-9.41,5.99
071460,2023,-79.62,36.44
071840,2015,4.11,
071840,2016,4.43,0.23
071840,2017,5.06,0.48
071840,2018,4.53,0.39
071840,2019,2.73,0.88
071840,2020,3.98,0.88
071840,2021,2.76,1.05
071840,2022,-1.56,2.39
071840,2023,0.32,2.23
071850,2015,7.16,
071850,2016,6.05,0.78
071850,2017,3.18,2.05
071850,2018,2.38,2.28
071850,2019,-1.01,3.22
071850,2020,-6.72,4.89
071850,2021,-12.47,6.61
071850,2022,-5.91,5.69
071850,2023,-5.32,4.1
072020,2015,10.5,
072020,2016,18.44,5.61
072020,2017,17.41,4.32
072020,2018,10.57,4.29
072020,2019,8.25,4.58
072020,2020,11.1,4.5
072020,2021,11.1,3.41
072020,2022,10.9,1.21
072020,2023,16.7,3.09
072130,2015,1.56,
072130,2016,-15.59,12.13
072130,2017,-3.08,8.87
072130,2018,8.99,10.32
072130,2019,-8.84,9.44
072130,2020,4.43,9.89
072130,2021,10.6,8.23
072130,2022,2.82,7.65
072130,2023,-4.85,7.72
072470,2015,6.42,
072470,2016,7.38,0.68
072470,2018,3.16,2.21
072470,2019,1.96,2.58
072470,2020,3.32,2.36
072470,2021,-0.64,1.83
072470,2022,-4.0,3.1
072470,2023,3.7,3.21
072710,2015,12.4,
072710,2016,17.45,3.57
072710,2017,9.48,4.03
072710,2018,7.57,4.3
072710,2019,7.69,4.14
072710,2020,12.68,4.17
072710,2021,8.69,2.08
072710,2022,7.83,2.16
072710,2023,9.79,2.05
072870,2015,11.45,
072870,2016,-1.78,9.36
072870,2017,-10.08,10.86
072870,2018,4.72,9.19
072870,2019,1.65,7.97
072870,2020,8.17,6.98
072870,2021,11.9,8.39
072870,2022,10.02,4.12
072870,2023,9.61,3.93
072950,2015,4.3,
072950,2016,4.79,0.35
072950,2017,7.07,1.48
072950,2018,3.39,1.57
072950,2019,4.05,1.41
072950,2020,2.3,1.79
072950,2021,4.94,1.8
072950,2022,2.71,1.05
072950,2023,4.95,1.24
072990,2016,17.41,
072990,2017,1.36,11.35
072990,2018,11.91,8.16
072990,2019,15.21,7.11
072990,2020,19.57,7.14
072990,2021,17.48,7.15
072990,2022,9.62,4.04
072990,2023,10.81,4.26
073010,2015,-4.24,
073010,2016,-35.36,22.01
073010,2017,-21.19,15.58
073010,2018,-15.73,12.92
073010,2019,6.25,15.94
073010,2020,5.38,17.88
073010,2021,4.61,13.23
073010,2022,5.47,9.48
073010,2023,14.5,4.1
073110,2015,5.89,
073110,2016,8.03,1.51
073110,2017,13.59,3.97
073110,2018,10.31,3.29
073110,2019,5.79,3.29
073110,2020,-10.41,9.33
073110,2021,-6.73,10.57
073110,2022,1.48,8.6
073110,2023,-11.36,7.55
073490,2015,-4.51,
073490,2016,-7.08,1.82
073490,2017,1.01,4.13
073490,2018,0.39,3.9
073490,2019,15.84,8.89
073490,2020,14.84,9.97
073490,2021,14.81,7.94
073490,2022,10.79,6.42
073490,2023,7.48,3.53
073560,2016,14.54,
073560,2017,19.75,3.68
073560,2018,8.57,5.59
073560,2019,4.51,6.69
073560,2020,13.59,5.85
073560,2021,14.96,5.89
073560,2022,9.93,4.16
073560,2023,1.66,5.73
074600,2015,14.45,
074600,2016,12.96,1.05
074600,2017,15.01,1.06
074600,2018,15.46,1.09
074600,2019,10.4,2.05
074600,2020,7.84,3.21
074600,2021,13.9,3.28
074600,2022,14.7,3.23
074600,2023,10.3,2.83
075130,2015,10.7,
075130,2016,14.94,3.0
075130,2017,5.26,4.85
075130,2018,12.64,4.13
