종목코드,연도,배당횟수,총자산,장부가치 자기자본,세후영업이익,총자산변화율,총매출액,영업이익률,영업이익률 표준편차
000080,2019,1,3270859605479.0,1033196056555.0,88246563619.0,-4.59,2035063966997.0,4.34,1.22
000080,2020,1,3297783698841.0,1074278146093.0,198478557062.0,0.82,2256322945848.0,8.8,1.23
000080,2021,1,3631051439683.0,1093159328672.0,174111104900.0,10.11,2202903850371.0,7.9,1.88
000080,2022,1,3333438311387.0,1161028374847.0,190571249139.0,-8.2,2497554821448.0,7.63,2.09
000080,2023,1,3358347205530.0,1115875628342.0,123919983380.0,0.75,2520181551629.0,4.92,1.99
000100,2015,1,1880328618143.0,1363939912395.0,85837373726.0,,1128731291653.0,7.6,
000100,2016,1,2045941041016.0,1496552355041.0,97793027286.0,8.81,1320797335286.0,7.4,
000100,2017,1,2094673423815.0,1606324995482.0,88709620146.0,2.38,1462248030140.0,6.07,0.14
000100,2018,1,2173812633315.0,1651735503592.0,50126443053.0,3.78,1518822858428.0,3.3,0.83
000100,2019,1,2117200258200.0,1649991371524.0,12535759291.0,-2.6,1480353606936.0,0.85,1.98
000100,2020,1,2393522100926.0,1846502193853.0,84255098219.0,13.05,1619865302675.0,5.2,2.91
000100,2021,1,2463811804950.0,1935889087603.0,48596120264.0,2.94,1687810317744.0,2.88,2.55
000100,2022,1,2472728072149.0,2007806369446.0,36028967211.0,0.36,1775846942745.0,2.03,2.05
000100,2023,1,2814070521926.0,2101732643463.0,56759795062.0,13.8,1858983759666.0,3.05,1.61
000120,2015,0,4500489063722.0,2371705067623.0,186633717812.0,,5055766403519.0,3.69,
000120,2016,0,5521193038772.0,2739265217820.0,228444490415.0,22.68,6081945642204.0,3.76,
000120,2017,0,6308948690026.0,2782737758480.0,235651420434.0,14.27,7110391207800.0,3.31,0.05
000120,2018,0,7868566775246.0,3130737840373.0,242686925620.0,24.72,9219680477069.0,2.63,0.24
000120,2019,0,9110016110171.0,3655245272225.0,307186346174.0,15.78,10415108625820.0,2.95,0.52
000120,2020,0,9643498959607.0,4039942261540.0,325337561292.0,5.86,10781127150206.0,3.02,0.48
000120,2021,0,8993928516384.0,4016357938933.0,343880765667.0,-6.74,11343651787492.0,3.03,0.43
000120,2022,1,9693299818264.0,4034308338662.0,411786887242.0,7.78,12130712862374.0,3.39,0.24
000120,2023,0,9357587266747.0,4043096242871.0,480234863157.0,-3.46,11767893663269.0,4.08,0.27
000140,2015,1,4068786993227.0,1111460677833.0,145874230700.0,,1927124745301.0,7.57,
000140,2016,1,3967110668051.0,1203496143103.0,132938752818.0,-2.5,1895436534283.0,7.01,
000140,2017,1,4059346912106.0,1134968790925.0,100095848456.0,2.33,1881222642584.0,5.32,0.4
000140,2018,1,3989286142629.0,1095786556523.0,103511877118.0,-1.73,1876650205043.0,5.52,1.17
000140,2019,1,3836704099756.0,982563609890.0,100944135301.0,-3.82,2026315990886.0,4.98,1.11
000140,2020,1,3904980586600.0,1060384697419.0,210493505211.0,1.78,2247005969872.0,9.37,1.14
000140,2022,1,3945000964667.0,1165416251848.0,202502517207.0,,2484277054372.0,8.15,2.06
000140,2023,1,3979751148746.0,1105136518377.0,138073290650.0,0.88,2506869281995.0,5.51,2.1
000150,2015,1,31556310458668.0,8393525637729.0,264583147468.0,,18960372475927.0,1.4,
000150,2016,1,28664805142790.0,7900858124863.0,917242620283.0,-9.16,16410692545519.0,5.59,
000150,2017,1,28736478478377.0,7515155842826.0,1084409132225.0,0.25,17580496044638.0,6.17,2.96
000150,2018,4,28875573072691.0,7048437845321.0,1214780124677.0,0.48,18154702566170.0,6.69,2.6
000150,2019,4,29134709609958.0,6603648311679.0,1103323347274.0,0.9,18446492810268.0,5.98,2.42
000150,2020,1,30117622955500.0,7709528729880.0,530141457498.0,3.37,17080748851706.0,3.1,2.14
000150,2021,1,26009852171749.0,8497052936499.0,945931226947.0,-13.64,13204153075980.0,7.16,1.4
000150,2022,1,26315352623211.0,10297815766057.0,1126028726422.0,1.17,16995760103010.0,6.63,1.59
000150,2023,0,28286808651585.0,11206738545707.0,1436262204451.0,7.49,19130129881903.0,7.51,1.63
000180,2015,1,362501569149.0,278943556923.0,3064654854.0,,177305113950.0,1.73,
000180,2016,1,636441018437.0,503755620591.0,976417417.0,75.57,181373613825.0,0.54,
000180,2017,0,654109414020.0,501971579332.0,-236517295.0,2.78,178284387342.0,-0.13,0.84
000180,2018,0,648660747359.0,489378544088.0,-8587805173.0,-0.83,161073904292.0,-5.33,0.94
000180,2019,0,703302244198.0,525405461995.0,-2951399189.0,8.42,151041606849.0,-1.95,3.12
000180,2020,0,707392786834.0,532937604859.0,8033442422.0,0.58,170916583169.0,4.7,2.75
000180,2021,0,703740104842.0,539251837219.0,10471849670.0,-0.52,197940313061.0,5.29,3.66
000180,2022,0,820314254965.0,595772787956.0,-11487135610.0,16.56,227519697624.0,-5.05,4.5
000180,2023,0,769067174916.0,573298043999.0,-16701274741.0,-6.25,166253799305.0,-10.05,5.16
000210,2015,1,12064893869855.0,4805769313071.0,271768395297.0,,9513673300027.0,2.86,
000210,2016,1,12391509195461.0,5145374073010.0,419387736277.0,2.71,9853769999134.0,4.26,
000210,2017,1,13402454876273.0,5694306459019.0,545898850454.0,8.16,12335536232606.0,4.43,0.99
000210,2018,1,12833716731566.0,6050244101632.0,845358145715.0,-4.24,10984485292300.0,7.7,0.86
000210,2019,1,13445224177772.0,6736706809470.0,1130120991411.0,4.76,9700078891564.0,11.65,2.05
000210,2020,1,13901859840255.0,3211323920412.0,119049765679.0,3.4,1566148811684.0,7.6,3.54
000210,2021,1,8180715293855.0,4386726629996.0,193162085397.0,-41.15,2358774796779.0,8.19,3.02
000210,2022,1,12018993889708.0,4617764972333.0,287459456441.0,46.92,5174950425108.0,5.55,2.56
000210,2023,1,12119563559885.0,4533401164317.0,150696391721.0,0.84,5017815821242.0,3.0,2.21
000220,2015,1,101400549721.0,71489012324.0,1370930981.0,,62816222711.0,2.18,
000220,2016,1,104327188394.0,73730632094.0,1613760800.0,2.89,69743374563.0,2.31,
000220,2017,2,121491152534.0,82833711145.0,3568190735.0,16.45,62852074313.0,5.68,0.09
000220,2018,1,135226314806.0,86872256126.0,5327413351.0,11.31,83096445246.0,6.41,1.98
000220,2019,1,137718626620.0,90544666584.0,8074727045.0,1.84,90877644152.0,8.89,2.21
000220,2020,1,154901006984.0,117036441463.0,6270927155.0,12.48,98119846404.0,6.39,2.86
000220,2021,1,192985287597.0,128685078168.0,1200168223.0,24.59,115655484997.0,1.04,2.36
000220,2022,1,195205072788.0,123374041412.0,-592113629.0,1.15,138881056346.0,-0.43,2.87
000220,2023,0,198213526767.0,120355654883.0,364537115.0,1.54,137209588673.0,0.27,3.96
000230,2015,1,705637923227.0,349980859255.0,23726626843.0,,476385096749.0,4.98,
000230,2016,1,204087848033.0,106837854139.0,-3510380093.0,-71.08,40771268801.0,-8.61,
000230,2017,1,274838717939.0,174635045870.0,1291180186.0,34.67,41070663187.0,3.14,9.61
000230,2018,1,265468274381.0,164946011074.0,-674507194.0,-3.41,47050030688.0,-1.43,7.37
000230,2019,1,805625164013.0,321094475742.0,-23796280588.0,203.47,292221432211.0,-8.14,6.05
000230,2020,1,799396993023.0,305607787919.0,-9214716010.0,-0.77,596468913499.0,-1.54,6.26
000230,2021,1,920762518312.0,183339578431.0,-82843702401.0,15.18,592374545924.0,-13.99,4.99
000230,2022,1,862553166894.0,169100181474.0,-98410983144.0,-6.32,675539717333.0,-14.57,6.7
000230,2023,1,876999054796.0,169901850428.0,-79561775827.0,1.67,638447517670.0,-12.46,6.4
000240,2015,1,2666933000908.0,2566643962723.0,181560298427.0,,223646645298.0,81.18,
000240,2017,1,3252509953437.0,2996107572581.0,199321932160.0,,824846243568.0,24.16,
000240,2018,1,3498590607824.0,3235872326016.0,211461289513.0,7.57,847957280682.0,24.94,40.32
000240,2019,1,3607086237555.0,3394133166855.0,170875981774.0,3.1,847609750228.0,20.16,32.7
000240,2020,1,3792451107167.0,3500498597215.0,156524444435.0,5.14,820942186292.0,19.07,29.12
000240,2021,1,4081229754648.0,3735469202373.0,228305200484.0,7.61,963300354498.0,23.7,2.9
000240,2022,1,4301818675789.0,3856441131880.0,245248895826.0,5.4,1095895770449.0,22.38,2.61
000240,2023,1,4640995961705.0,4016691459374.0,256563452628.0,7.88,1089668057103.0,23.55,2.43
000250,2015,1,184260203377.0,154314908624.0,20762790240.0,,132062478625.0,15.72,
000250,2016,1,205113463321.0,171002708632.0,24358075976.0,11.32,147372999944.0,16.53,
000250,2017,1,235143416817.0,198756523343.0,26511831248.0,14.64,161111597304.0,16.46,0.57
000250,2018,1,261158440164.0,205763466096.0,15500129435.0,11.06,159960312377.0,9.69,0.45
000250,2019,1,290150966088.0,223196711700.0,25210116894.0,11.1,186602477367.0,13.51,3.29
000250,2020,0,317078865822.0,257695965707.0,5522905191.0,9.28,166862333786.0,3.31,2.89
000250,2021,0,343947668188.0,250300519222.0,-15293087301.0,8.47,167274903875.0,-9.14,5.56
000250,2022,0,373275926268.0,245641663641.0,12224651499.0,8.53,177335410013.0,6.89,10.16
000250,2023,0,408021822012.0,298460071937.0,9559814333.0,9.31,192668515628.0,4.96,8.67
000270,2015,1,45980113000000.0,24204031000000.0,2354273000000.0,,49521447000000.0,4.75,
000270,2016,1,50889260000000.0,26579424000000.0,2461480000000.0,10.68,52712906000000.0,4.67,
000270,2017,1,52294438000000.0,26861177000000.0,662226000000.0,2.76,53535680000000.0,1.24,0.06
000270,2018,1,51786605000000.0,27243464000000.0,1157475000000.0,-0.97,54169813000000.0,2.14,2.0
000270,2019,1,55344798000000.0,28978138000000.0,2009680000000.0,6.87,58145959000000.0,3.46,1.78
000270,2020,1,60490443000000.0,29891672000000.0,2066457000000.0,9.3,59168096000000.0,3.49,1.55
000270,2021,1,66849997000000.0,34912556000000.0,5065685000000.0,10.51,69862366000000.0,7.25,1.33
000270,2022,1,73710965000000.0,39343081000000.0,7233120000000.0,10.26,86559029000000.0,8.36,2.29
000270,2023,0,80627826000000.0,46558235000000.0,11607873000000.0,9.38,99808420000000.0,11.63,2.7
000320,2015,1,986460689330.0,521365059606.0,27230574637.0,,683481222317.0,3.98,
000320,2016,1,970205088618.0,533516629124.0,22703392727.0,-1.65,690144457883.0,3.29,
000320,2017,1,988648436860.0,577520964724.0,17260449381.0,1.9,771302006322.0,2.24,0.49
000320,2018,1,987142342109.0,561495276354.0,10236607223.0,-0.15,835993399357.0,1.22,0.88
000320,2019,1,1007372302316.0,567466289402.0,25013196740.0,2.05,884292309439.0,2.83,1.21
000320,2020,1,1051083864532.0,577968798469.0,35782037373.0,4.34,848027490769.0,4.22,1.05
000320,2021,1,1055537182156.0,583537127613.0,26659685696.0,0.42,955214023609.0,2.79,1.12
000320,2022,1,1171989377978.0,660825453997.0,29976023937.0,11.03,1037899570197.0,2.89,1.09
000320,2023,1,1188823571530.0,693791646520.0,67435854564.0,1.44,1214616529837.0,5.55,1.06
000390,2015,1,511933171523.0,287819488813.0,31691166120.0,,507187889565.0,6.25,
000390,2016,1,526308222878.0,295721727288.0,18875178325.0,2.81,482191529811.0,3.91,
000390,2017,1,542305991676.0,292412273037.0,8769702051.0,3.04,488121070614.0,1.8,1.65
000390,2018,1,557979479722.0,281779106131.0,7883936732.0,2.89,524223806795.0,1.5,2.23
000390,2019,1,560640699578.0,282167454354.0,11248669648.0,0.48,540276699849.0,2.08,2.2
000390,2020,1,594292973764.0,292315107237.0,15020454305.0,6.0,551718832662.0,2.72,1.99
000390,2021,1,612097736166.0,295922008681.0,823659928.0,3.0,631605900694.0,0.13,0.96
000390,2022,1,587186274133.0,299724957682.0,19854394322.0,-4.07,646039531651.0,3.07,0.96
000390,2023,1,590613614037.0,309053611346.0,25826733514.0,0.58,631381875774.0,4.09,1.16
000430,2015,1,1157468858936.0,510373778961.0,52798317706.0,,1013035744301.0,5.21,
000430,2016,1,1288363972010.0,554171395900.0,59687893447.0,11.31,1076116262240.0,5.55,
000430,2017,1,1166363519610.0,558745922478.0,38152597075.0,-9.47,1028166497789.0,3.71,0.24
000430,2018,1,1085767330274.0,570720025145.0,42231279664.0,-6.91,995413421022.0,4.24,0.98
000430,2019,1,1047989108475.0,587299074656.0,26938915914.0,-3.48,960215102441.0,2.81,0.85
000430,2020,1,1017866946915.0,572095997135.0,5212549273.0,-2.87,861230959669.0,0.61,1.11
000430,2021,1,983029517334.0,576991043541.0,-4958511406.0,-3.42,862222796887.0,-0.58,1.84
000430,2022,1,1010418825338.0,598011882328.0,22056715849.0,2.79,1024450498787.0,2.15,2.07
000430,2023,1,1026303658490.0,618192989958.0,59171860226.0,1.57,1106756862193.0,5.35,1.88
000440,2015,1,77370623681.0,50698534425.0,2134158070.0,,90446909719.0,2.36,
000440,2016,1,77535141052.0,50784708017.0,2106153107.0,0.21,91628325947.0,2.3,
000440,2017,1,60493561837.0,45194126003.0,642132693.0,-21.98,70818896796.0,0.91,0.04
000440,2018,1,58743738214.0,45263717928.0,1424706079.0,-2.89,76133493867.0,1.87,0.82
000440,2019,1,61575390254.0,45123992118.0,638178300.0,4.82,65702344320.0,0.97,0.67
000440,2020,1,71325526765.0,61606666172.0,128643323.0,15.83,53564699255.0,0.24,0.7
000440,2021,1,64464477812.0,59657671971.0,37955693.0,-9.62,60712577714.0,0.06,0.82
000440,2022,1,63421752822.0,58819859634.0,811819806.0,-1.62,71620870966.0,1.13,0.72
000440,2023,1,61533132670.0,57029289526.0,-739276625.0,-2.98,55473865404.0,-1.33,0.73
000480,2015,1,903697171205.0,601284486134.0,25867255882.0,,728337552033.0,3.55,
000480,2016,1,970226074870.0,634193596614.0,36009845643.0,7.36,714499501575.0,5.04,
000480,2017,1,999226221711.0,653617504502.0,-3164361360.0,2.99,694333852105.0,-0.46,1.05
000480,2018,1,1030622204784.0,693699616563.0,39441106886.0,3.14,789176793334.0,5.0,2.84
000480,2019,1,1069059371954.0,703332446850.0,21328774779.0,3.73,757153217374.0,2.82,2.59
000480,2020,1,1246277915624.0,732645844038.0,22921569157.0,16.58,705226744013.0,3.25,2.25
000480,2021,1,1349335977271.0,788679464058.0,33138447600.0,8.27,746291404630.0,4.44,2.24
000480,2022,1,1620442052683.0,827063930862.0,22597868685.0,20.09,798039613255.0,2.83,2.13
000480,2023,1,1621801858956.0,826684106817.0,39415273348.0,0.08,816904445534.0,4.82,1.0
000490,2015,1,688285313104.0,233122549962.0,5433243613.0,,583473475411.0,0.93,
000490,2016,1,667215742122.0,215148461659.0,-12977718071.0,-3.06,585413995108.0,-2.22,
000490,2017,1,730626224000.0,218897831285.0,17177382758.0,9.5,610103128049.0,2.82,2.23
000490,2018,1,772716727753.0,217503766470.0,5219510812.0,5.76,654760355625.0,0.8,2.55
000490,2019,1,816997551816.0,220811969864.0,24519412614.0,5.73,832931372725.0,2.94,2.08
000490,2020,1,938726122031.0,328298573604.0,33135607128.0,14.9,895751424440.0,3.7,2.09
000490,2021,1,1260639075992.0,385904527476.0,38206130770.0,34.29,1179193321819.0,3.24,2.39
000490,2022,1,1713773205581.0,471990756298.0,88279120517.0,35.94,1463737929724.0,6.03,1.12
000490,2023,1,1956376110942.0,577059698865.0,65403445106.0,14.16,1433390777280.0,4.56,1.87
000500,2015,1,520474258725.0,262579889324.0,9877553145.0,,780951401009.0,1.26,
000500,2016,1,519225688902.0,264573040947.0,16800018902.0,-0.24,749444962711.0,2.24,
000500,2017,1,538955918306.0,260114964581.0,7863304491.0,3.8,836979323369.0,0.94,0.69
000500,2018,1,526494275213.0,260405860114.0,5172922704.0,-2.31,840654318393.0,0.62,0.68
000500,2019,1,512573535099.0,256728214727.0,7118670092.0,-2.64,830264391828.0,0.86,0.7
000500,2020,1,542461377882.0,263562215682.0,12650885274.0,5.83,857415249064.0,1.48,0.63
000500,2021,1,658966428816.0,268115290322.0,16571777888.0,21.48,1070383204799.0,1.55,0.65
000500,2022,1,752332445010.0,303070555819.0,28462568691.0,14.17,1416454404337.0,2.01,0.41
000500,2023,0,801805532215.0,331011443000.0,43720038993.0,6.58,1498606544413.0,2.92,0.56
000520,2015,1,99311888103.0,54410255194.0,1602388480.0,,88136458798.0,1.82,
000520,2016,1,100995488961.0,52870789379.0,3853289255.0,1.7,96758065722.0,3.98,
000520,2017,1,135477088917.0,51167278734.0,1307014863.0,34.14,92037814986.0,1.42,1.53
000520,2018,1,147948619245.0,56082998537.0,-5731790408.0,9.21,94599866210.0,-6.06,1.38
000520,2019,1,183874717250.0,62272435623.0,4822839404.0,24.28,121107085914.0,3.98,4.38
000520,2020,1,191660926981.0,63551208750.0,6538397865.0,4.23,122998992149.0,5.32,4.14
000520,2021,1,226404983052.0,65746492511.0,399740768.0,18.13,134246777887.0,0.3,4.58
000520,2022,0,356700496639.0,125819595538.0,4016581828.0,57.55,179676108240.0,2.24,4.42
000520,2023,0,370680097036.0,127827371786.0,6471027760.0,3.92,196345807846.0,3.3,4.45
000590,2015,0,284933124402.0,245863891485.0,22697997325.0,,138970754855.0,16.33,
000590,2016,1,293927435342.0,261888704106.0,19832913404.0,3.16,123144962095.0,16.11,
000590,2017,1,302433875442.0,269430420723.0,17036018175.0,2.89,120959821888.0,14.08,0.16
000590,2018,1,304418192853.0,274752759527.0,13319440370.0,0.66,122550868578.0,10.87,1.24
000590,2019,1,314291512839.0,286152713131.0,17025221715.0,3.24,134971514129.0,12.61,2.53
000590,2020,1,323725567844.0,295561249297.0,15901269821.0,3.0,131637084502.0,12.08,2.32
000590,2021,1,353716995747.0,312195867796.0,19647701659.0,9.26,159017955309.0,12.36,2.02
000590,2022,1,364121570785.0,330428149572.0,15632045335.0,2.94,175266452048.0,8.92,1.15
000590,2023,1,383909710687.0,347206891081.0,19128717935.0,5.43,171965239524.0,11.12,1.52
000640,2015,1,1223518090100.0,602641534919.0,64359436576.0,,704734520024.0,9.13,
000640,2016,1,1402215519614.0,875857422879.0,75998662176.0,14.61,726165504518.0,10.47,
000640,2017,1,1459445277379.0,914248452777.0,53374417534.0,4.08,690264581707.0,7.73,0.95
000640,2018,1,1241932781639.0,735763001411.0,50548771797.0,-14.9,707495924243.0,7.14,1.37
000640,2019,1,1358576945107.0,746903865903.0,52823155830.0,9.39,769685605087.0,6.86,1.49
000640,2020,1,1511106332704.0,888723630672.0,50609922157.0,11.23,783315662469.0,6.46,1.51
000640,2021,2,1691388335986.0,985040574378.0,61564188030.0,11.93,881944084032.0,6.98,1.6
000640,2022,2,1731452067203.0,998660789749.0,37854827137.0,2.37,1014860897959.0,3.73,0.46
000640,2023,2,1957106350366.0,1027309301757.0,76881723048.0,13.03,1132002860400.0,6.79,1.42
000650,2015,1,63067607908.0,49181599925.0,2824151573.0,,58862178057.0,4.8,
000650,2016,3,52541980820.0,38855134968.0,1080850953.0,-16.69,58413360927.0,1.85,
000650,2017,4,67842441665.0,47138780278.0,-2011367370.0,29.12,55245922217.0,-3.64,2.09
000650,2018,3,80409026731.0,61883653882.0,-3153331551.0,18.52,55559197497.0,-5.68,4.28
000650,2019,4,80044782325.0,51003766841.0,560732152.0,-0.45,59633084814.0,0.94,4.84
000650,2020,2,67019917354.0,37939021340.0,-9995625509.0,-16.27,31159428124.0,-32.08,4.25
000650,2021,1,62706049934.0,35928246855.0,-9844065237.0,-6.44,29342954504.0,-33.55,13.97
000650,2022,0,54845658330.0,26615752815.0,-7411183633.0,-12.54,37703179407.0,-19.66,16.63
000650,2023,0,54742622180.0,19058948856.0,-5148165928.0,-0.19,43998455771.0,-11.7,15.44
000660,2015,1,29677906000000.0,21387703000000.0,5336100000000.0,,18797998000000.0,28.39,
000660,2016,1,32216026000000.0,24023530000000.0,3276746000000.0,8.55,17197975000000.0,19.05,
000660,2017,1,45418464000000.0,33820919000000.0,13721326000000.0,40.98,30109434000000.0,45.57,6.6
000660,2018,1,63658335000000.0,46852331000000.0,20843750000000.0,40.16,40445066000000.0,51.54,13.45
000660,2019,1,64789494000000.0,47943195000000.0,2712718000000.0,1.78,26990733000000.0,10.05,15.04
000660,2020,1,71173853000000.0,51909097000000.0,5012624000000.0,9.85,31900418000000.0,15.71,17.48
000660,2021,1,96386474000000.0,62191058000000.0,12410340000000.0,35.42,42997792000000.0,28.86,18.81
000660,2022,4,103871512000000.0,63290542000000.0,6809417000000.0,7.77,44621568000000.0,15.26,18.09
000660,2023,4,100330165000000.0,53503752000000.0,-7730313000000.0,-3.41,32765719000000.0,-23.59,16.74
000670,2015,1,3987888360796.0,3003441922333.0,-5522302657.0,,2615383130227.0,-0.21,
000670,2016,1,4134902348882.0,3142310135880.0,-4150400981.0,3.69,2654083285428.0,-0.16,
000670,2017,1,4803738858844.0,3469510849085.0,159425137317.0,16.18,3724854999008.0,4.28,0.04
000670,2018,1,4721553262766.0,3507370869181.0,-108918579221.0,-1.71,2971432405324.0,-3.67,2.58
000670,2019,1,4832690295550.0,3698450518047.0,84396705015.0,2.35,3084133443662.0,2.74,3.26
000670,2020,1,5000855951482.0,3712136488767.0,46683478556.0,3.48,3183432777257.0,1.47,3.07
000670,2021,1,5521001405617.0,3902290707844.0,-26784314362.0,10.4,3582074826364.0,-0.75,3.05
000670,2022,1,5871933652466.0,4403386626977.0,68871997441.0,6.36,4429488166601.0,1.55,3.11
000670,2023,1,5568116970055.0,4282768794784.0,-169812608768.0,-5.17,3761732632263.0,-4.51,2.54
000680,2015,0,1521083340346.0,689885573698.0,-68390163206.0,,810130160875.0,-8.44,
000680,2016,0,1261322781828.0,602932773184.0,-58233428076.0,-17.08,487042508946.0,-11.96,
000680,2017,0,1273488634193.0,622851049706.0,2771971139.0,0.96,443352649668.0,0.63,2.49
000680,2018,0,1273639854605.0,638148486787.0,3843050558.0,0.01,445887878243.0,0.86,6.5
000680,2019,0,1168087093967.0,519411341717.0,-21547300685.0,-8.29,402812772969.0,-5.35,6.48
000680,2020,0,1228401794045.0,493208665545.0,-32273793595.0,5.16,334864620662.0,-9.64,5.62
000680,2021,0,1309373198056.0,553629003062.0,4309069589.0,6.59,390470563901.0,1.1,5.83
000680,2022,0,1300442455061.0,551876482818.0,8016374672.0,-0.68,362911031595.0,2.21,4.83
000680,2023,0,1309219122467.0,564007596867.0,11618277292.0,0.67,379631754364.0,3.06,5.12
000700,2015,1,464546228823.0,267108045694.0,67192445704.0,,516368007864.0,13.01,
000700,2016,1,473581039781.0,275263759331.0,18434784488.0,1.94,446966931972.0,4.12,
000700,2017,0,520624313058.0,292199732815.0,57913544423.0,9.93,433552428977.0,13.36,6.29
000700,2018,0,541149250545.0,331644963390.0,32609871445.0,3.94,384328006605.0,8.48,5.24
000700,2023,1,514472137701.0,446364985165.0,21005544102.0,,341773101419.0,6.15,
000720,2015,1,19350103000000.0,7390638000000.0,1089328000000.0,,19233180000000.0,5.66,
000720,2016,1,19873443000000.0,8124645000000.0,1158959000000.0,2.7,18825015000000.0,6.16,
000720,2017,1,18431902000000.0,8472938000000.0,986105000000.0,-7.25,16887090000000.0,5.84,0.35
000720,2018,1,18054609000000.0,8291856000000.0,839989000000.0,-2.05,16730894000000.0,5.02,0.25
000720,2019,1,18226972000000.0,8714982000000.0,859667000000.0,0.95,17278792000000.0,4.98,0.48
000720,2020,1,17939274000000.0,8766378000000.0,548972000000.0,-1.58,16970859000000.0,3.23,0.52
000720,2021,1,19637264000000.0,9429291000000.0,753504000000.0,9.47,18065534000000.0,4.17,1.14
000720,2022,1,20911708000000.0,9924277000000.0,574902000000.0,6.49,21239082000000.0,2.71,0.99
000720,2023,0,23714495000000.0,10455515000000.0,785430000000.0,13.4,29651357000000.0,2.65,1.03
000850,2015,1,340734967739.0,263742223518.0,11082779634.0,,199324536930.0,5.56,
000850,2016,1,346272695656.0,271422525464.0,4172137144.0,1.63,174778620859.0,2.39,
000850,2017,1,360582907896.0,277356212963.0,11012310348.0,4.13,208441140327.0,5.28,2.24
000850,2018,1,385639759305.0,288065924166.0,8557750565.0,6.95,215559439870.0,3.97,1.75
000850,2019,1,374944125540.0,296659910742.0,6871972032.0,-2.77,206476470990.0,3.33,1.45
000850,2020,1,378376164732.0,296163081370.0,1428681891.0,0.92,161745983859.0,0.88,1.33
000850,2021,1,425436857316.0,308349081430.0,3322539254.0,12.44,203972289491.0,1.63,1.66
000850,2022,1,474032615936.0,345265803434.0,8182884639.0,11.42,244093710786.0,3.35,1.78
000850,2023,1,463885406068.0,345546637806.0,4560057509.0,-2.14,225720429438.0,2.02,1.31
000860,2015,1,522260144956.0,435044200151.0,27936238398.0,,293873095070.0,9.51,
000860,2016,1,560934377186.0,464239067735.0,27396334685.0,7.41,290286260750.0,9.44,
