종목코드,연도,배당횟수,총자산,장부가치 자기자본,세후영업이익,총자산변화율,총매출액,영업이익률,영업이익률 표준편차
094480,2018,1,229962292901.0,83600833167.0,7480810112.0,25.35,81383390831.0,9.19,1.64
094480,2019,1,240358045533.0,91365268692.0,8650299880.0,4.52,85556493534.0,10.11,1.77
094480,2020,2,262091504435.0,91973747081.0,7734368598.0,9.04,81230421178.0,9.52,1.94
094480,2021,2,316916029802.0,109221125160.0,7873663623.0,20.92,94461899630.0,8.34,1.7
094480,2022,1,337965414787.0,115083694175.0,8597547351.0,6.64,112286441928.0,7.66,1.71
094480,2023,1,361095923111.0,113356325879.0,9240639992.0,6.84,132389824802.0,6.98,0.97
094820,2015,1,104865241085.0,61253376517.0,8227535495.0,,118488316491.0,6.94,
094820,2016,1,114728420378.0,65285683660.0,8204556136.0,9.41,132728266156.0,6.18,
094820,2017,1,115632737607.0,77954151503.0,17774021028.0,0.79,140744311542.0,12.63,0.54
094820,2018,1,135439991518.0,89365354495.0,19063746491.0,17.13,157590707996.0,12.1,3.53
094820,2019,1,148305571903.0,96006449740.0,14363542426.0,9.5,182759456999.0,7.86,3.37
094820,2020,1,158027563450.0,100423444908.0,13071221166.0,6.56,168014607889.0,7.78,3.01
094820,2021,1,177485687968.0,112595870962.0,18808965746.0,12.31,185899334919.0,10.12,2.87
094820,2022,1,190569946861.0,125429710242.0,17902701235.0,7.37,196015491303.0,9.13,2.28
094820,2023,1,193043041242.0,130700501889.0,13120377484.0,1.3,190826764234.0,6.88,1.79
094850,2015,1,112291538867.0,58491285544.0,6456909661.0,,79163688036.0,8.16,
094850,2016,1,145750962184.0,63205620503.0,8487832753.0,29.8,73515201935.0,11.55,
094850,2017,1,144340764398.0,73302306212.0,14877144881.0,-0.97,56507195331.0,26.33,2.4
094940,2015,0,29892173152.0,21519087402.0,-1557891586.0,,14452725284.0,-10.78,
094940,2016,0,28976418744.0,21936908677.0,243570112.0,-3.06,19016678346.0,1.28,
094940,2017,1,31675792782.0,24102980497.0,773035369.0,9.32,21527372457.0,3.59,8.53
094940,2018,1,34014268088.0,26392610510.0,584319951.0,7.38,24947320340.0,2.34,7.72
094940,2019,1,35570056478.0,28601993254.0,372414192.0,4.57,23398104034.0,1.59,6.66
094940,2020,0,38407400816.0,29617621248.0,101904412.0,7.98,23662752265.0,0.43,5.87
094940,2021,1,44239881149.0,33057713684.0,78736520.0,15.19,30829787036.0,0.26,1.19
094940,2022,1,42458018722.0,32600029243.0,1023917243.0,-4.03,34082924527.0,3.0,1.38
094940,2023,1,50444881097.0,38313833096.0,1851969768.0,18.81,32289721635.0,5.74,1.19
094970,2015,0,45818779696.0,36392012543.0,-65870221.0,,89467727189.0,-0.07,
094970,2016,0,56963866922.0,37203906334.0,830529983.0,24.32,96453932456.0,0.86,
094970,2017,0,99107941364.0,43769443303.0,13964752529.0,73.98,148025185315.0,9.43,0.66
094970,2018,1,88776230506.0,54962190228.0,13303402967.0,-10.42,147040180875.0,9.05,5.24
094970,2019,1,71663175030.0,55263944245.0,2030896189.0,-19.28,83264957058.0,2.44,5.12
094970,2020,1,119993456996.0,57750574025.0,10775439023.0,67.44,79414339792.0,13.57,4.56
094970,2021,1,125070084342.0,75294861448.0,16342447294.0,4.23,79362860146.0,20.59,5.29
094970,2022,1,138331343220.0,103525754597.0,20006878222.0,10.6,90599833501.0,22.08,6.67
094970,2023,1,221792517965.0,158150354173.0,14826526543.0,60.33,122737483734.0,12.08,8.15
095340,2015,1,195258867718.0,156941777088.0,15724939070.0,,99039486194.0,15.88,
095340,2016,1,196506636885.0,162790488341.0,10764134227.0,0.64,93636334404.0,11.5,
095340,2017,1,211233454776.0,171766405236.0,22193084525.0,7.49,114082892658.0,19.45,3.1
095340,2018,1,216779737362.0,178063118470.0,13182708622.0,2.63,115859797581.0,11.38,3.98
095340,2019,1,208455083136.0,178417642299.0,2025737210.0,-3.84,87678824284.0,2.31,3.88
095340,2020,1,239465749136.0,172721865135.0,18078107189.0,14.88,121769458607.0,14.85,6.42
095340,2021,1,261724660673.0,222575497306.0,37517372870.0,9.3,144669824213.0,25.93,6.29
095340,2022,1,358432438082.0,268027133632.0,55881597782.0,36.95,178871264564.0,31.24,8.85
095340,2023,1,541813159701.0,473452647667.0,10736706776.0,51.16,140221939908.0,7.66,11.56
095500,2015,0,286696421502.0,153827856022.0,-1405613202.0,,233142461112.0,-0.6,
095500,2016,0,298437466257.0,150882752352.0,12774650853.0,4.1,314545248274.0,4.06,
095500,2017,0,284168144035.0,164571520482.0,5504307069.0,-4.78,280596432611.0,1.96,3.3
095500,2018,0,303408548777.0,163076913437.0,3876427823.0,6.77,278108926372.0,1.39,2.33
095500,2019,0,315964481776.0,174500115601.0,1409445627.0,4.14,289734267488.0,0.49,1.92
095500,2020,0,356297222846.0,204374531261.0,32023442601.0,12.76,403598875092.0,7.93,1.75
095500,2021,1,420759172786.0,246327334908.0,23639141676.0,18.09,458244377896.0,5.16,2.97
095500,2022,1,487962491990.0,239363928235.0,9700155485.0,15.97,490327663439.0,1.98,3.09
095500,2023,0,624869016739.0,272425525927.0,13703818450.0,28.06,694025815289.0,1.97,3.09
095570,2015,0,1725200197495.0,398011828916.0,74258957322.0,,1055580857057.0,7.03,
095570,2016,1,2081316853429.0,427485701823.0,61859364996.0,20.64,1253876534610.0,4.93,
095570,2017,1,2354233734500.0,447172881277.0,77221587340.0,13.11,1431015800850.0,5.4,1.48
095570,2018,1,2575139461359.0,491807972747.0,-21281686850.0,9.38,1056691254095.0,-2.01,1.1
095570,2019,1,1803255225986.0,347341155620.0,17844099386.0,-29.97,1202793723694.0,1.48,4.0
095570,2020,1,1588170350000.0,288007810106.0,22952778020.0,-11.93,1017050375182.0,2.26,3.62
095570,2021,1,1355044449955.0,362510088118.0,45109542821.0,-14.68,1026749457003.0,4.39,2.99
095570,2022,1,1481445371745.0,361885842490.0,75447386515.0,9.33,1208367577386.0,6.24,2.88
095570,2023,1,1622157341878.0,419651809690.0,78385856886.0,9.5,1001975993554.0,7.82,3.12
095610,2015,1,120616313739.0,94161191893.0,9478897595.0,,100346778178.0,9.45,
095610,2016,1,184848258552.0,148164712267.0,36366481330.0,53.25,178907933853.0,20.33,
095610,2017,1,242492886589.0,189594623587.0,63314557435.0,31.18,275790382366.0,22.96,7.69
095610,2018,1,241823485941.0,212436261128.0,57817260354.0,-0.28,287069351271.0,20.14,7.16
095610,2019,1,247901531213.0,214919339094.0,11749114917.0,2.51,178374963637.0,6.59,5.99
095610,2020,1,274869980924.0,236500749188.0,31679674235.0,10.88,245967498959.0,12.88,7.34
095610,2021,1,336944738958.0,294945161307.0,62184554759.0,22.58,375194330803.0,16.57,6.73
095610,2022,1,336518156052.0,306670205959.0,55898658621.0,-0.13,357991682573.0,15.61,6.4
095610,2023,1,321829824257.0,298898674679.0,-5861866998.0,-4.36,146938072263.0,-3.99,5.06
095660,2015,0,374371339069.0,264287860176.0,15802494147.0,,190070605896.0,8.31,
095660,2016,0,317438639447.0,271054566141.0,23471441349.0,-15.21,191038417976.0,12.29,
095660,2017,0,304359379263.0,264748208900.0,10872808228.0,-4.12,174045348402.0,6.25,2.81
095660,2018,0,366712257997.0,298839709949.0,22555606256.0,20.49,215490230108.0,10.47,3.07
095660,2019,0,398001624261.0,328878042966.0,32567478098.0,8.53,254498033426.0,12.8,2.62
095660,2020,0,479352032471.0,395615815729.0,60335802734.0,20.44,289606376253.0,20.83,2.75
095660,2021,0,574691404617.0,468875466733.0,21249585884.0,19.89,261199905958.0,8.14,5.31
095660,2022,0,560087394644.0,458756308479.0,19559295517.0,-2.54,294567075580.0,6.64,5.67
095660,2023,1,671428658604.0,527620335596.0,31593317823.0,19.88,365593726744.0,8.64,5.58
095720,2015,0,494211833588.0,259258536128.0,23369992818.0,,650492558896.0,3.59,
095720,2016,0,508663965670.0,281096507369.0,37709169610.0,2.92,624013874878.0,6.04,
095720,2017,1,533978663290.0,302975758441.0,34215442148.0,4.98,624308471007.0,5.48,1.73
095720,2018,0,653284606375.0,318996085329.0,33994612121.0,22.34,642932702719.0,5.29,1.28
095720,2019,1,2462969353926.0,481203213773.0,21653560926.0,277.01,652236815803.0,3.32,1.06
095720,2020,4,666079005348.0,374718794878.0,13993153478.0,-72.96,646135586860.0,2.17,1.21
095720,2021,2,771639508251.0,373543605331.0,26788937250.0,15.85,813875932203.0,3.29,1.64
095720,2022,2,790792230162.0,364929127793.0,27552372229.0,2.48,933284596402.0,2.95,1.43
095720,2023,0,739376283681.0,321062631234.0,5572227230.0,-6.5,890054559174.0,0.63,1.15
095910,2015,1,279520612341.0,88474362919.0,5565775040.0,,313049193073.0,1.78,
095910,2016,1,345540953996.0,93711968041.0,6078887017.0,23.62,304638919708.0,2.0,
095910,2017,1,301905195619.0,102025339047.0,7620670098.0,-12.63,231105250225.0,3.3,0.16
095910,2018,1,320447393043.0,123026937288.0,-1541793614.0,6.14,165548045725.0,-0.93,0.82
095910,2019,1,327670044585.0,118814805509.0,1381968162.0,2.25,216932736837.0,0.64,1.78
095910,2020,1,327949745086.0,140255200487.0,-5887960544.0,0.09,254800079745.0,-2.31,1.59
095910,2021,0,344555307862.0,135662194805.0,-20062479696.0,5.06,250473846447.0,-8.01,2.24
095910,2022,0,349563689932.0,114248862166.0,-8907502025.0,1.45,208744895034.0,-4.27,4.21
095910,2023,0,328815126963.0,109148347537.0,3138342766.0,-5.94,169855953418.0,1.85,3.34
096240,2015,2,125382465323.0,55713890353.0,6885877486.0,,135508996479.0,5.08,
096240,2016,2,148986376815.0,76189398650.0,1671929447.0,18.83,138574465321.0,1.21,
096240,2017,2,145606599737.0,83658098327.0,13976955910.0,-2.27,147363631699.0,9.48,2.74
096240,2018,2,166309402053.0,89247244509.0,15774064694.0,14.22,152690561553.0,10.33,4.14
096240,2019,2,193391054264.0,87525101585.0,22641000500.0,16.28,174974827959.0,12.94,4.22
096240,2020,2,209615475106.0,103345945553.0,16921170474.0,8.39,180019914097.0,9.4,4.65
096240,2021,2,229860530020.0,103036710996.0,31194760607.0,9.66,210735912095.0,14.8,4.41
096240,2022,2,224150419669.0,46914009004.0,25653163787.0,-2.48,227499581732.0,11.28,2.39
096240,2023,2,215848238343.0,45515644998.0,25216689470.0,-3.7,233485121718.0,10.8,2.15
096350,2015,1,153951321004.0,62688668319.0,-157321271.0,,59676897793.0,-0.26,
096350,2016,0,146530879925.0,58297774665.0,-6047049174.0,-4.82,49327917572.0,-12.26,
096350,2017,0,137335519843.0,56224608428.0,-7984778353.0,-6.28,42774853609.0,-18.67,8.49
096350,2018,0,151300048219.0,50489012520.0,-8051180663.0,10.17,51667981377.0,-15.58,9.35
096350,2019,0,156535069240.0,66153926421.0,982239084.0,3.46,65192867705.0,1.51,8.06
096350,2020,0,124642323863.0,42780691041.0,-11207419864.0,-20.37,47539276300.0,-23.58,9.14
096350,2021,0,119558608331.0,36851422158.0,-8221312699.0,-4.08,49234175333.0,-16.7,9.48
096350,2022,0,124178353442.0,28941164605.0,-4741415531.0,3.86,52756099362.0,-8.99,9.51
096350,2023,0,128821584816.0,35762324305.0,5596489348.0,3.74,71715102822.0,7.8,9.47
096530,2015,0,194047539553.0,135303263201.0,8636651972.0,,65136597357.0,13.26,
096530,2016,0,207618171163.0,142230026743.0,10083702406.0,6.99,73693589458.0,13.68,
096530,2017,0,179723663279.0,140230440477.0,13980471213.0,-13.44,87662544746.0,15.95,0.3
096530,2018,0,163806003917.0,128356436777.0,10624759507.0,-8.86,102264773396.0,10.39,1.45
096530,2019,1,195715540240.0,152825652523.0,22423158244.0,19.48,121953286875.0,18.39,2.28
096530,2020,1,1094574623631.0,646405927786.0,676189736451.0,459.27,1125215548220.0,60.09,3.01
096530,2021,3,1489718580570.0,1083596367747.0,666658312398.0,36.1,1370833012026.0,48.63,20.56
096530,2022,4,1390777557476.0,1150278974828.0,196492262649.0,-6.64,853561091243.0,23.02,22.17
096530,2023,4,1251451913635.0,1030398975557.0,-30053478765.0,-10.02,367375048980.0,-8.18,21.2
096610,2015,1,89437401056.0,53788067969.0,3000488125.0,,57248130014.0,5.24,
096610,2016,1,90145433416.0,54035185248.0,2627057068.0,0.79,64179250841.0,4.09,
096610,2017,1,93638264294.0,52011373385.0,219514339.0,3.87,62185137479.0,0.35,0.81
096610,2018,1,104988723185.0,52719673477.0,633067545.0,12.12,51873304210.0,1.22,2.56
096610,2019,1,102545694529.0,49861443549.0,-787243747.0,-2.33,42446601216.0,-1.85,2.32
096610,2020,0,87746969610.0,37277544434.0,-21035579229.0,-14.43,33921914336.0,-62.01,2.87
096610,2021,0,87200528633.0,34511250773.0,-11027069925.0,-0.62,36785321279.0,-29.98,28.24
096610,2022,0,77362444184.0,30185727786.0,-10492504057.0,-11.28,33238398440.0,-31.57,27.6
096610,2023,0,30619480965.0,14582223426.0,-17281628410.0,-60.42,27071406964.0,-63.84,25.79
096760,2015,1,314167416364.0,-498389507408.0,4573002451.0,,75605689080.0,6.05,
096760,2016,1,381035861325.0,-538003071542.0,9841235468.0,21.28,82466031979.0,11.93,
096760,2017,1,1351379775398.0,374730109698.0,41424989829.0,254.66,683911348773.0,6.06,4.16
096760,2018,1,1275635933948.0,400997274585.0,33314786761.0,-5.6,725381961059.0,4.59,3.39
096760,2019,1,1243461898934.0,351617518559.0,2736151372.0,-2.52,726423996272.0,0.38,3.26
096760,2020,1,1113573849001.0,324351406039.0,37328838793.0,-10.45,781514840023.0,4.78,4.14
096760,2021,1,1065779475044.0,304823144541.0,68728818585.0,-4.29,788936980895.0,8.71,4.16
096760,2022,1,1157579707497.0,333262773002.0,103257348706.0,8.61,864536430725.0,11.94,3.02
096760,2023,1,1176266427927.0,348754719955.0,144899316626.0,1.61,928071670924.0,15.61,4.41
096770,2015,1,31359835736000.0,17046336221000.0,1979564947000.0,,48356320414000.0,4.09,
096770,2016,1,32581330983000.0,18305045259000.0,3228337172000.0,3.9,39520538747000.0,8.17,
096770,2017,2,34243603274000.0,19309332899000.0,3234369756000.0,5.1,46260932050000.0,6.99,2.88
096770,2018,2,36085384070000.0,19327982665000.0,2117589790000.0,5.38,54510898386000.0,3.88,2.1
096770,2019,2,39526056607000.0,18209623762000.0,1269292250000.0,9.53,49876534172000.0,2.54,2.13
096770,2020,0,38498146106000.0,15458465083000.0,-2568795615000.0,-2.6,34164529332000.0,-7.52,2.35
096770,2021,1,49557440204000.0,19633194498000.0,1754170704000.0,28.73,46842929105000.0,3.74,6.21
096770,2022,0,67218924277000.0,23242311382000.0,3917340789000.0,35.64,78056939448000.0,5.02,5.53
096770,2023,0,80835513251000.0,30019967513000.0,1903886320000.0,20.26,77288485864000.0,2.46,5.14
097520,2015,1,272541432512.0,91002739893.0,26293735119.0,,502865298473.0,5.23,
097520,2016,0,294686928096.0,63603765270.0,-23870424784.0,8.13,412481616926.0,-5.79,
097520,2017,1,387796900520.0,98018386623.0,19660857695.0,31.6,668465044074.0,2.94,7.79
097520,2018,1,391053609043.0,129708989526.0,41111698751.0,0.84,696954048288.0,5.9,5.82
097520,2019,1,476580873535.0,224567081980.0,113067104268.0,21.87,1267712135419.0,8.92,5.39
097520,2020,1,453396247933.0,252934743419.0,59167161589.0,-4.86,1311342738149.0,4.51,5.58
097520,2021,1,525527588292.0,298966196208.0,23878951946.0,15.91,1009273639991.0,2.37,5.54
097520,2022,1,538890010550.0,309066577971.0,10702196295.0,2.54,1108637950325.0,0.97,2.62
097520,2023,1,535697470080.0,323612702499.0,18224255538.0,-0.59,932490110758.0,1.95,3.1
097870,2015,1,70569534501.0,56168312325.0,8884996374.0,,40849624740.0,21.75,
097870,2016,1,71160661430.0,59703047225.0,6411612013.0,0.84,40404037225.0,15.87,
097870,2017,1,65148225955.0,59607048801.0,6090545232.0,-8.45,34419358689.0,17.7,4.16
097870,2018,0,65258189903.0,59954414113.0,4011031960.0,0.17,30206585855.0,13.28,3.01
097870,2019,0,70203764769.0,63562735352.0,1490837894.0,7.58,28376910970.0,5.25,3.56
097870,2020,1,72306762961.0,61978984366.0,2042222519.0,3.0,29294118133.0,6.97,6.15
097870,2021,0,84990570908.0,73732057453.0,1590432146.0,17.54,30143893021.0,5.28,5.47
097870,2022,1,84618309280.0,72870935162.0,4251941940.0,-0.44,34026098710.0,12.5,5.56
097870,2023,0,87922293696.0,73753155765.0,719539173.0,3.9,29660837674.0,2.43,3.94
097950,2015,1,13751265058000.0,5385233285000.0,751413820000.0,,12924472295000.0,5.81,
097950,2016,1,15766238539000.0,6060476866000.0,843638184000.0,14.65,14563257246000.0,5.79,
097950,2017,1,16868123895000.0,6143853335000.0,776575241000.0,6.99,16477174023000.0,4.71,0.01
097950,2018,1,19497022884000.0,7308212090000.0,832709680000.0,15.59,18670059989000.0,4.46,0.63
097950,2019,1,26280632351000.0,9481480420000.0,896857873000.0,34.79,22352462296000.0,4.01,0.71
097950,2020,1,25611892185000.0,10166438997000.0,1359551440000.0,-2.54,24245725654000.0,5.61,0.81
097950,2021,1,26855804277000.0,10806800418000.0,1524429392000.0,4.86,26289227767000.0,5.8,0.76
097950,2022,4,30013241845000.0,11529022641000.0,1664708210000.0,11.76,30079513121000.0,5.53,0.76
097950,2023,3,29606279551000.0,11779942250000.0,1291582413000.0,-1.36,29023472909000.0,4.45,0.8
098120,2015,1,48093348527.0,42112211998.0,4060176581.0,,35793920049.0,11.34,
098120,2016,1,44740846909.0,41011017230.0,-647162640.0,-6.97,27223309387.0,-2.38,
098120,2017,0,41284656528.0,36931109706.0,-1785617407.0,-7.72,27006640223.0,-6.61,9.7
098120,2018,0,35818677452.0,31948235985.0,-3535072900.0,-13.24,25683997231.0,-13.76,9.38
098120,2019,0,37413849712.0,32741993031.0,671642074.0,4.45,34428726931.0,1.95,10.56
098120,2020,1,42743113508.0,34502859730.0,1654132531.0,14.24,39274889541.0,4.21,9.4
098120,2021,1,51602974173.0,41856342221.0,7933450389.0,20.73,61382432205.0,12.92,7.16
098120,2022,1,57348104473.0,49033183804.0,7894186276.0,11.13,61054715702.0,12.93,10.26
098120,2023,1,62984189398.0,55128326340.0,7428799024.0,9.83,64817181265.0,11.46,10.94
098460,2015,1,158857626674.0,131475647081.0,23449592616.0,,145904431119.0,16.07,
098460,2016,1,195121240865.0,157267579615.0,33184487902.0,22.83,171793841384.0,19.32,
098460,2017,1,205207384944.0,161317170617.0,43748905011.0,5.17,203368626100.0,21.51,2.3
098460,2018,1,279059436108.0,225866639205.0,45983316420.0,35.99,238208864847.0,19.3,2.74
098460,2019,1,305481183830.0,243668527569.0,33331312300.0,9.47,222057035472.0,15.01,2.24
098460,2020,1,302574460896.0,246058102742.0,15842903269.0,-0.95,179545133940.0,8.82,2.65
098460,2021,1,368329267167.0,280399362317.0,41351274821.0,21.73,247301342081.0,16.72,5.04
098460,2022,1,391686493023.0,305174909938.0,44258682098.0,6.34,275359587202.0,16.07,4.85
098460,2023,1,367212257805.0,305317864968.0,20372226090.0,-6.25,225630691398.0,9.03,3.89
098660,2015,1,76037540186.0,31136084485.0,5479416180.0,,101207722880.0,5.41,
098660,2016,1,75460359105.0,33858491829.0,5060739269.0,-0.76,100535861015.0,5.03,
098660,2017,1,70331253810.0,33661329231.0,1086781543.0,-6.8,90839468075.0,1.2,0.27
098660,2018,1,68589038977.0,32979823364.0,536677643.0,-2.48,88321594616.0,0.61,2.33
098660,2019,1,68168877844.0,35125445659.0,5351881126.0,-0.61,85144201983.0,6.29,2.51
098660,2020,1,66059957700.0,30423290220.0,-1100305688.0,-3.09,68427471307.0,-1.61,2.61
098660,2021,1,61670021477.0,29340618650.0,298784961.0,-6.65,64487015798.0,0.46,3.27
098660,2022,1,60415783274.0,29915661261.0,3046585148.0,-2.03,73162090467.0,4.16,2.94
098660,2023,1,67797202151.0,30251830481.0,3549717637.0,12.22,74045039700.0,4.79,3.18
099190,2015,0,179799992973.0,132222164627.0,19412456690.0,,101920703199.0,19.05,
099190,2016,1,217575303963.0,154382371197.0,25698026636.0,21.01,132468196930.0,19.4,
099190,2017,1,234077005922.0,165152173509.0,22756027475.0,7.58,156963800842.0,14.5,0.25
099190,2018,1,252048099574.0,183266928213.0,27401714000.0,7.68,172996578932.0,15.84,2.73
099190,2019,1,270042337845.0,201091287677.0,30172842156.0,7.14,189844257361.0,15.89,2.41
099190,2020,1,307030228683.0,223126257595.0,30455987440.0,13.7,203707640796.0,14.95,2.17
099190,2021,1,429179672500.0,284740300950.0,34826754603.0,39.78,232934791026.0,14.95,1.93
099190,2022,1,449570179624.0,304756150342.0,19807041920.0,4.75,264837131105.0,7.48,0.61
